idx,clock,dur_s,samples,max_markers,max_corners,bw_IR,sat_frac,px_x,px_y,field_in_x,field_in_y,station,dist_in,station2,dist2_in
81,15:21:20,0.0,1,8,4,0,0.044,1423,4376,249.9,212.8,T45,26.2,T44,28.5
82,15:21:21,0.0,1,7,4,0,0.026,1535,3832,199.3,225.8,T35,21.4,F34,23.6
83,15:21:23,0.0,1,10,8,0,0.058,1398,4448,256.4,210.0,T44,25.5,T45,28.7
84,15:21:25,6.0,4,16,16,0,0.09,1407,4514,262.5,210.5,T44,27.2,V44,27.7
85,15:21:33,0.0,1,10,8,0,0.063,1430,4375,249.9,213.6,T45,25.4,T44,29.3
86,15:21:35,7.2,5,19,17,0,0.111,1436,4554,266.5,213.2,V44,23.7,T45,28.2
87,15:21:44,0.0,1,19,17,0,0.017,1416,4467,258.3,211.7,T45,27.2,T44,27.4
88,15:21:46,0.0,1,15,13,0,0.081,1470,4501,261.9,216.9,T45,23.1,V44,28.8
89,15:21:48,2.0,2,15,17,0,0.16,1789,4321,245.3,250.5,T45,14.8,F34,47.4
90,15:21:52,0.0,1,15,16,0,0.035,1705,4105,224.2,242.7,T45,30.2,F34,31.6
91,15:21:54,8.0,5,19,25,0,0.172,1749,4331,246.4,246.2,T45,10.9,F34,44.7
92,15:22:05,0.0,1,12,8,0,0.04,1768,4035,216.8,249.4,T35,36.3,F34,37.8
93,15:22:06,14.0,8,20,27,0,0.176,1748,4332,246.5,246.2,T45,10.8,F34,44.7
94,15:22:22,0.0,1,17,15,0,0.057,1845,4138,226.5,257.1,T45,33.3,F34,46.3
95,15:22:24,0.0,1,53,87,0,0.14,972,5006,296.7,165.1,F43,9.9,T54,35.4
96,15:23:02,4.0,3,15,16,0,0.09,193,5736,314.2,88.5,T52,16.9,V42,28.4
97,15:23:08,6.0,4,42,65,0,0.215,168,5610,304.7,87.6,V42,21.6,T52,24.2
98,15:23:16,2.0,2,42,65,0,0.06,183,5504,298.7,89.8,V42,16.2,T52,30.5
99,15:23:20,0.0,1,36,55,0,0.113,1361,5486,350.8,198.0,F54,17.7,T54,28.0
100,15:23:22,10.0,6,52,85,0,0.177,1081,5284,323.4,173.1,T54,11.8,F43,36.7
101,15:23:34,0.0,1,51,74,0,0.055,1051,5113,307.9,171.8,T54,22.3,F43,22.7
102,15:23:36,15.9,9,54,86,0,0.164,1076,5270,322.0,172.8,T54,12.5,F43,35.3
103,15:23:54,0.0,1,10,7,0,0.173,1932,5387,356.6,256.4,T55,35.2,F54,45.1
104,15:23:56,0.6,2,6,4,0,0.201,1705,4969,309.6,237.4,T55,16.6,V44,32.3
105,15:24:01,0.0,1,12,5,0,0.062,1590,5204,330.6,223.5,T55,15.7,F54,33.8
106,15:24:03,12.0,7,13,6,0,0.219,1674,5086,320.8,233.2,T55,7.7,V44,37.4
107,15:24:15,2.0,2,7,5,0,0.195,1647,5162,327.7,229.7,T55,9.1,F54,38.9
108,15:24:19,0.0,1,6,3,0,0.195,1686,5091,321.4,234.3,T55,6.4,V44,38.6
109,15:24:21,0.0,1,4,1,0,0.214,2046,5120,329.9,271.1,T55,32.7,F54,67.7
110,15:25:07,2.0,2,5,2,0,0.206,34,6457,348.0,66.6,V51,22.1,T52,24.0
111,15:25:11,0.0,1,6,3,0,0.083,363,6001,342.7,100.2,F52,19.8,T52,28.8
112,15:25:13,12.0,7,5,3,0,0.216,46,6439,347.9,67.8,V51,23.2,T52,23.4
113,15:25:27,0.0,1,9,11,0,0.148,105,6506,356.9,71.8,V51,22.8,T52,31.1
114,15:25:29,0.0,1,53,87,0,0.127,398,6123,353.4,101.8,F52,9.0,T52,37.1
115,15:25:31,16.0,9,54,88,0,0.186,589,5534,322.5,125.3,T53,6.5,V42,38.9
116,15:25:49,0.0,1,40,64,0,0.154,1149,5677,359.8,175.5,V53,18.0,T54,34.9
117,15:25:51,0.0,1,16,11,0,0.093,1574,5871,395.1,214.0,T65,24.8,T64,29.6
118,15:25:53,2.0,2,39,59,0,0.109,1456,5583,363.0,206.2,F54,5.5,T64,41.3
119,15:25:57,0.0,1,43,59,0,0.063,1460,5493,354.7,207.6,F54,8.5,T54,36.6
120,15:25:59,6.0,4,48,71,0,0.106,1433,5609,364.7,203.6,F54,8.3,T64,38.5
121,15:26:07,0.0,1,46,67,0,0.065,1455,5502,355.4,207.0,F54,8.2,T54,36.8
122,15:26:09,4.0,3,48,74,0,0.115,1435,5605,364.4,203.9,F54,8.0,T64,38.9
123,15:26:15,0.0,1,28,24,0,0.109,1764,5770,391.8,234.4,T65,7.7,F54,37.3
124,15:26:17,4.0,3,20,16,0,0.158,1745,5517,365.5,235.7,F54,24.3,T65,32.8
125,15:26:23,0.0,1,13,0,0,0.05,1680,5125,324.7,233.4,T55,5.4,V44,40.8
126,15:26:25,6.7,5,24,22,0,0.166,1735,5503,363.8,234.8,F54,23.3,T65,34.6
127,15:26:34,0.0,1,10,2,0,0.043,1717,5052,318.2,237.8,T55,8.1,V44,38.3
128,15:26:36,0.0,1,19,11,0,0.151,1731,5475,360.9,234.8,F54,23.2,T55,34.9
129,15:26:38,10.0,6,19,13,0,0.164,1727,5513,364.6,234.0,F54,22.5,T65,33.9
130,15:27:18,0.0,1,38,53,0,0.113,216,6791,384.8,76.6,T62,13.4,V51,35.2
131,15:27:20,0.0,1,28,37,0,0.127,196,6695,376.7,76.5,T62,21.5,V51,30.5
132,15:27:22,0.0,1,29,37,0,0.056,248,6598,374.6,82.3,T62,24.3,F52,24.6
133,15:27:24,2.0,2,26,31,0,0.138,194,6672,375.1,76.7,T62,23.1,F52,29.9
134,15:27:28,0.0,1,24,18,0,0.08,261,6601,375.9,83.4,T62,23.3,F52,24.4
135,15:27:30,10.0,6,28,36,0,0.19,188,6682,375.3,76.0,T62,23.0,V51,29.5
136,15:27:42,0.0,1,20,14,0,0.056,275,6379,362.2,87.8,F52,15.8,T52,37.7
137,15:27:44,0.0,1,38,52,0,0.1,206,6770,382.5,76.1,T62,15.7,V51,33.4
138,15:27:46,0.0,1,27,33,0,0.118,1303,6609,451.4,176.3,T74,20.5,F63,25.5
139,15:27:48,15.8,9,45,66,0,0.151,1123,6008,387.4,168.8,T64,19.1,V53,27.6
140,15:28:06,4.0,3,50,80,0,0.09,1557,5971,404.1,211.0,T64,27.0,T65,28.2
141,15:28:12,12.0,7,38,46,0,0.15,1470,5831,387.1,204.4,T64,22.7,F54,25.9
142,15:28:26,0.0,1,45,59,0,0.13,1531,5843,390.7,210.2,T64,26.6,F54,28.5
143,15:28:30,0.0,1,6,3,0,0.162,337,7522,446.2,73.0,T72,24.3,F61,26.3
144,15:28:51,0.0,1,27,31,0,0.157,238,7454,431.4,66.3,F61,16.9,T62,34.7
145,15:28:54,0.0,1,15,4,0,0.065,700,6884,432.0,116.5,V62,13.0,T63,36.7
146,15:29:18,0.0,1,5,1,0,0.123,1212,6817,464.4,164.0,T74,21.4,F63,30.9
147,15:29:34,0.0,1,21,15,0,0.128,1629,6403,450.1,211.2,V64,15.9,T74,33.3
148,15:30:22,0.0,1,37,40,0,0.113,1588,6636,471.0,203.1,T74,18.5,T75,35.5
149,15:30:24,0.0,1,36,47,0,0.094,774,7158,459.8,117.8,T73,16.5,V62,29.3
150,15:30:26,0.0,1,9,7,0,0.151,173,7601,434.4,57.9,F61,8.3,T72,40.4
151,15:31:02,0.0,1,4,1,0,0.129,386,7209,428.9,83.4,V62,20.9,T62,31.5
152,15:31:04,0.0,1,11,3,0,0.097,1041,7048,472.4,143.8,T73,13.4,F63,40.6
153,15:31:48,0.0,1,10,3,0,0.135,1429,6477,446.5,190.6,V64,24.4,T74,24.4
154,15:32:30,0.0,1,19,19,0,0.021,295,714,3.9,72.7,T12,34.5,T11,60.7
155,15:32:32,38.0,20,47,72,0,0.075,160,955,25.5,64.2,T12,17.7,T11,43.5
156,15:33:12,0.0,1,42,50,0,0.047,154,1038,30.5,65.2,T12,13.8,T11,43.3
157,15:33:14,0.0,1,44,61,0,0.05,150,945,25.4,63.1,T12,18.6,T11,42.5
158,15:33:16,4.0,3,45,59,0,0.068,169,1030,29.2,66.6,T12,13.5,T11,44.9
159,15:33:22,4.0,3,47,71,0,0.051,151,939,25.0,63.1,T12,18.9,T11,42.6
160,15:33:28,16.0,9,49,77,0,0.064,153,951,25.6,63.5,T12,18.2,T11,42.8
161,15:33:46,0.0,1,43,60,0,0.05,157,1033,30.0,65.4,T12,13.9,T11,43.6
162,15:33:48,10.0,6,48,73,0,0.056,150,939,25.0,63.0,T12,18.9,T11,42.5
163,15:34:00,2.0,2,46,64,0,0.04,172,1008,27.8,66.4,T12,14.6,T11,45.0
164,15:34:04,0.0,1,48,73,0,0.057,150,939,25.1,63.0,T12,18.9,T11,42.4
165,15:34:06,0.0,1,43,55,0,0.052,154,1032,30.1,65.2,T12,14.0,T11,43.3
166,15:34:08,2.0,2,46,67,0,0.059,150,940,25.1,63.0,T12,18.8,T11,42.5
167,15:34:12,0.0,1,39,44,0,0.052,157,1045,30.7,65.7,T12,13.3,T11,43.7
168,15:34:14,16.0,9,48,73,0,0.069,151,938,25.0,63.0,T12,19.0,T11,42.5
169,15:34:32,0.0,1,44,57,0,0.054,189,1105,32.5,69.8,T12,8.8,V11,46.3
170,15:34:34,0.0,1,42,52,0,0.053,152,1037,30.5,65.0,T12,13.9,T11,43.1
171,15:34:36,80.0,41,49,79,0,0.064,151,938,25.0,63.1,T12,18.9,T11,42.6
172,15:35:58,0.0,1,40,46,0,0.03,187,1010,27.1,67.9,T12,14.1,T11,46.6
173,15:36:00,4.0,3,47,71,0,0.047,148,936,25.0,62.7,T12,19.1,T11,42.3
174,15:36:06,0.0,1,41,49,0,0.031,178,1014,27.9,67.0,T12,14.1,T11,45.6
175,15:36:08,18.0,10,49,77,0,0.045,151,938,25.0,63.1,T12,18.9,T11,42.6
176,15:36:32,0.0,1,19,25,0,0.032,54,653,14.7,48.1,T11,34.7,T12,37.0
177,15:37:32,2.0,2,7,1,0,0.133,27,1048,37.2,53.3,T12,23.3,T11,30.8
178,15:38:08,0.0,1,14,15,0,0.036,30,814,24.6,49.1,T11,29.8,T12,30.7
179,15:38:22,0.0,1,4,0,0,0.031,571,884,-2.4,103.3,T12,48.5,T13,48.9
180,15:38:24,0.0,1,44,60,0,0.044,575,1279,23.8,110.4,T13,24.8,T12,36.8
181,15:38:28,0.0,1,32,29,0,0.062,876,1467,21.1,143.5,T13,21.4,T14,44.5
182,15:38:30,0.0,1,47,70,0,0.054,769,1390,21.1,131.6,T13,17.1,T14,55.7
183,15:38:34,0.0,1,4,1,0,0.08,641,1293,21.2,117.3,T13,21.6,T12,44.1
184,15:38:36,0.0,1,42,55,0,0.05,743,1398,23.0,129.1,T13,15.2,T12,54.6
185,15:38:48,0.0,1,50,78,0,0.045,881,1471,21.0,144.1,T13,21.8,T14,44.0
186,15:38:50,0.0,1,42,53,0,0.014,735,1496,30.5,129.7,T13,7.7,F12,50.9
187,15:38:52,0.0,1,43,55,0,0.051,650,1547,38.2,121.9,T13,8.7,F12,40.4
188,15:38:54,0.0,1,5,0,0,0.019,734,2185,79.9,138.0,V13,20.4,T23,31.2
189,15:38:56,0.0,1,42,56,0,0.049,654,1545,37.9,122.3,T13,8.3,F12,40.9
190,15:38:58,0.0,1,24,17,0,0.046,626,1309,23.0,116.0,T13,21.0,T12,42.2
191,15:39:12,0.0,1,21,8,0,0.043,1248,1667,16.5,184.6,T14,21.7,T13,58.2
192,15:39:14,2.0,2,45,59,0,0.042,1594,1905,17.9,223.9,T15,25.0,T14,44.3
193,15:39:18,2.0,2,42,50,0,0.102,1530,1810,12.9,216.1,T15,33.8,T14,40.3
194,15:39:22,0.0,1,49,74,0,0.045,1609,1897,16.3,225.5,T15,25.5,T14,46.4
195,15:39:24,0.0,1,52,82,0,0.046,1632,1966,21.4,228.6,T15,19.5,T14,47.1
196,15:39:26,0.0,1,37,39,0,0.034,1561,2092,36.9,222.2,T15,16.5,T14,37.6
197,15:39:28,6.0,4,49,75,0,0.1,1576,2024,29.9,223.2,T15,17.5,T14,39.4
198,15:39:44,2.0,2,5,3,0,0.078,1349,1839,25.5,197.2,T14,17.9,T15,43.3
199,15:39:48,0.0,1,52,80,0,0.074,1623,2081,32.6,228.7,T15,11.3,T14,44.5
200,15:39:52,0.0,1,46,65,0,0.051,1481,1979,30.9,212.6,T15,27.0,T14,28.9
201,15:39:56,0.0,1,54,88,0,0.067,1572,2069,34.2,223.1,T15,16.0,T14,38.7
202,15:40:02,0.0,1,54,88,0,0.075,1595,2095,35.4,225.9,T15,13.0,F14,41.3
203,15:40:04,2.0,2,51,84,0,0.065,1548,2183,46.0,221.5,T15,18.8,F14,29.9
204,15:40:08,1.9,2,44,63,0,0.09,1489,2190,49.4,215.4,F14,25.1,T15,25.8
205,15:40:12,0.0,1,50,82,0,0.07,1554,2182,45.6,222.2,T15,18.0,F14,30.5
206,15:40:14,0.0,1,53,84,0,0.056,1458,2002,34.1,210.4,T14,26.1,T15,28.5
207,15:40:30,4.0,2,54,88,0,0.034,374,1325,36.7,91.4,T12,14.9,T13,39.2
208,15:40:36,0.0,1,49,72,0,0.03,240,1232,37.5,76.9,T12,0.8,F12,45.4
209,15:40:38,0.0,1,53,86,0,0.03,358,1330,37.8,90.0,T12,13.4,F12,38.9
210,15:40:50,0.0,1,51,75,0,0.03,502,1421,36.7,105.4,T13,25.2,T12,28.9
211,15:40:52,10.0,5,52,83,0,0.102,158,1372,49.2,71.4,T12,12.1,V11,33.2
212,15:41:04,8.0,2,28,37,0,0.042,71,1037,34.5,57.3,T12,19.7,T11,34.9
213,15:41:14,0.0,1,36,36,0,0.045,308,1262,36.0,84.0,T12,7.7,F12,42.9
214,15:41:44,6.0,2,41,52,0,0.095,1697,6454,458.7,216.9,T75,24.6,V64,25.0
215,15:41:52,4.0,2,26,19,0,0.138,1776,6375,454.5,226.2,T75,20.0,V64,25.0
216,15:42:10,0.0,1,26,26,0,0.168,1632,6443,454.2,210.7,V64,20.0,T74,30.6
217,15:42:12,4.0,2,14,9,0,0.146,1598,6377,445.9,208.6,V64,12.1,T74,34.1
218,15:42:18,0.0,1,18,10,0,0.127,1646,6429,453.6,212.3,V64,19.4,T75,31.1
219,15:42:20,0.0,1,26,21,0,0.108,1761,6261,442.0,226.6,V64,17.0,T75,30.6
220,15:42:22,0.0,1,23,19,0,0.119,1754,6199,435.3,226.9,V64,15.4,T75,36.8
221,15:42:24,2.1,2,11,2,0,0.114,1691,6211,433.7,220.5,V64,8.9,T65,39.9
222,15:42:28,2.0,2,28,25,0,0.122,1771,6196,435.7,228.7,V64,17.1,T75,35.9
223,15:42:32,0.0,1,37,39,0,0.146,1489,6567,458.6,194.7,T74,15.4,V64,29.7
224,15:42:34,0.0,1,10,0,0,0.182,984,6947,459.4,140.7,T73,14.8,F63,30.4
225,15:42:38,6.0,2,18,12,0,0.14,949,7096,469.2,134.5,T73,4.1,F63,41.9
226,15:42:46,0.0,1,8,3,0,0.15,782,7211,464.8,117.4,T73,14.3,V62,33.5
227,15:42:58,0.0,1,29,21,0,0.099,820,6948,446.7,125.9,T73,24.0,V62,25.6
228,15:43:00,0.0,1,20,10,0,0.056,821,6588,417.6,132.3,T63,19.5,F63,30.2
229,15:43:02,0.0,1,25,23,0,0.113,766,6951,442.6,121.0,V62,19.4,T73,29.2
230,15:43:04,0.0,1,20,14,0,0.181,876,7035,458.3,129.3,T73,12.0,V62,35.2
231,15:43:14,0.0,1,4,0,0,0.166,489,7430,454.7,87.7,T72,19.1,V62,25.9
232,15:43:30,8.0,5,6,3,0,0.274,42,7599,420.0,47.4,F61,14.4,T61,33.0
233,15:43:40,4.0,3,36,50,0,0.151,189,7530,431.4,60.7,F61,11.5,T62,36.8
234,15:43:46,0.0,1,5,1,0,0.149,185,7456,425.9,61.9,F61,14.8,T62,31.4
235,15:43:58,0.0,1,9,3,0,0.143,150,7623,433.3,55.5,F61,6.0,T62,41.0
236,15:44:02,0.0,1,10,0,0,0.058,159,6830,382.4,71.2,T62,16.7,V51,29.6
237,15:44:08,0.0,1,18,14,0,0.18,150,7549,428.5,57.2,F61,9.5,T62,36.0
238,15:44:20,0.0,1,15,8,0,0.154,107,7509,421.3,54.5,F61,13.8,T62,31.9
239,15:44:22,2.0,2,39,53,0,0.193,173,7343,417.3,63.2,F61,21.7,T62,23.3
240,15:44:26,0.0,1,17,10,0,0.178,102,7319,408.5,57.8,T62,21.4,F61,27.0
241,15:44:28,0.0,1,12,7,0,0.174,91,7257,403.4,58.2,T62,19.2,F61,31.9
242,15:44:30,0.0,1,20,8,0,0.075,239,7390,427.1,67.7,F61,19.4,T62,30.2
243,15:44:44,2.0,2,36,54,0,0.101,1189,6698,452.2,164.0,F63,19.1,T74,27.3
244,15:44:52,0.0,1,4,1,0,0.224,1348,6693,462.1,179.0,T74,9.9,F63,35.2
245,15:44:58,0.0,1,33,36,0,0.063,1254,6654,452.5,170.9,T74,22.4,F63,22.6
246,15:45:00,0.0,1,27,32,0,0.086,1201,6750,457.7,164.2,T74,24.0,F63,24.4
247,15:45:02,0.0,1,19,19,0,0.085,1125,6700,448.2,158.1,F63,14.0,T74,34.4
248,15:45:04,4.0,3,26,21,0,0.192,1147,6601,440.9,161.9,F63,7.9,T74,37.1
249,15:45:10,0.0,1,27,0,0,0.065,1272,6314,422.6,178.3,F63,23.7,T64,25.2
250,15:45:12,0.0,1,5,0,0,0.07,1244,5162,317.9,189.9,T54,9.9,V44,35.2
251,15:45:14,2.0,2,18,10,0,0.191,1224,6422,429.6,172.1,F63,15.2,T64,33.8
252,15:45:32,0.0,1,53,86,0,0.115,1545,6016,408.0,209.2,V64,26.3,T64,26.4
253,15:45:34,0.0,1,43,64,0,0.196,317,5386,298.3,102.5,V42,8.2,T52,38.0
