cam,clock,file,station,window_start,window_end,edge,n_corners,spread,bw_IR,settled_run,method
CH04,12:32:51.6,123251.npz,T65,12:30:45,12:34:55,0,14,1,0,,charuco
CH04,12:32:53.6,123253.npz,T65,12:30:45,12:34:55,0,13,1,0,CH04-w7-r1,charuco
CH04,12:32:55.6,123255.npz,T65,12:30:45,12:34:55,0,23,1,0,CH04-w7-r1,charuco
CH04,12:32:57.6,123257.npz,T65,12:30:45,12:34:55,0,20,1,0,CH04-w7-r1,charuco
CH04,12:32:59.6,123259.npz,T65,12:30:45,12:34:55,0,14,1,0,CH04-w7-r2,charuco
CH04,12:33:01.6,123301.npz,T65,12:30:45,12:34:55,0,20,1,0,CH04-w7-r2,charuco
CH04,12:33:03.6,123303.npz,T65,12:30:45,12:34:55,0,25,1,0,CH04-w7-r2,charuco
CH04,12:33:05.6,123305.npz,T65,12:30:45,12:34:55,0,25,1,0,CH04-w7-r2,charuco
CH04,12:33:07.6,123307.npz,T65,12:30:45,12:34:55,0,15,1,0,,charuco
CH04,12:33:09.6,123309.npz,T65,12:30:45,12:34:55,0,25,1,0,,charuco
CH04,12:33:11.6,123311.npz,T65,12:30:45,12:34:55,0,18,1,0,,charuco
CH04,12:33:13.6,123313.npz,T65,12:30:45,12:34:55,0,14,1,0,,charuco
CH04,12:33:15.7,123315.npz,T65,12:30:45,12:34:55,0,12,1,0,,charuco
CH04,12:33:25.6,123325.npz,T65,12:30:45,12:34:55,0,12,1,0,,charuco
CH04,12:33:27.6,123327.npz,T65,12:30:45,12:34:55,0,14,1,0,,charuco
CH04,12:33:29.6,123329.npz,T65,12:30:45,12:34:55,0,12,1,0,,charuco
CH04,12:33:31.6,123331.npz,T65,12:30:45,12:34:55,0,12,1,0,,charuco
CH04,12:33:39.6,123339.npz,T65,12:30:45,12:34:55,0,13,1,0,,charuco
CH04,12:33:43.6,123343.npz,T65,12:30:45,12:34:55,0,12,1,0,,charuco
CH04,12:33:45.7,123345.npz,T65,12:30:45,12:34:55,0,14,1,0,,charuco
CH04,12:33:49.6,123349.npz,T65,12:30:45,12:34:55,0,14,1,0,,charuco
CH04,12:33:51.7,123351.npz,T65,12:30:45,12:34:55,0,17,1,0,,charuco
CH04,12:33:53.8,123353.npz,T65,12:30:45,12:34:55,0,14,1,0,,charuco
CH04,12:33:55.7,123355.npz,T65,12:30:45,12:34:55,0,24,1,0,CH04-w7-r3,charuco
CH04,12:33:57.7,123357.npz,T65,12:30:45,12:34:55,0,26,1,0,CH04-w7-r3,charuco
CH04,12:33:59.6,123359.npz,T65,12:30:45,12:34:55,0,23,1,0,CH04-w7-r3,charuco
CH04,12:34:01.7,123401.npz,T65,12:30:45,12:34:55,0,28,1,0,CH04-w7-r3,charuco
CH04,12:34:03.7,123403.npz,T65,12:30:45,12:34:55,0,24,1,0,CH04-w7-r3,charuco
CH04,12:34:05.7,123405.npz,T65,12:30:45,12:34:55,0,29,1,0,CH04-w7-r3,charuco
CH04,12:34:07.6,123407.npz,T65,12:30:45,12:34:55,0,25,1,0,CH04-w7-r3,charuco
CH04,12:34:09.7,123409.npz,T65,12:30:45,12:34:55,0,24,1,0,CH04-w7-r3,charuco
CH04,12:34:11.7,123411.npz,T65,12:30:45,12:34:55,0,28,1,0,CH04-w7-r3,charuco
CH04,12:34:13.7,123413.npz,T65,12:30:45,12:34:55,0,31,1,0,CH04-w7-r3,charuco
CH04,12:34:15.7,123415.npz,T65,12:30:45,12:34:55,0,28,1,0,CH04-w7-r3,charuco
CH04,12:34:17.7,123417.npz,T65,12:30:45,12:34:55,0,34,1,0,CH04-w7-r3,charuco
CH04,12:34:19.6,123419.npz,T65,12:30:45,12:34:55,0,39,1,0,CH04-w7-r3,charuco
CH04,12:34:21.7,123421.npz,T65,12:30:45,12:34:55,0,32,1,0,CH04-w7-r3,charuco
CH04,12:34:23.7,123423.npz,T65,12:30:45,12:34:55,0,38,1,0,CH04-w7-r3,charuco
CH04,12:34:25.7,123425.npz,T65,12:30:45,12:34:55,0,30,1,0,CH04-w7-r3,charuco
CH04,12:34:27.6,123427.npz,T65,12:30:45,12:34:55,0,31,1,0,CH04-w7-r3,charuco
CH04,12:34:29.7,123429.npz,T65,12:30:45,12:34:55,0,30,1,0,CH04-w7-r3,charuco
CH04,12:34:31.7,123431.npz,T65,12:30:45,12:34:55,0,32,1,0,CH04-w7-r3,charuco
CH04,12:34:33.7,123433.npz,T65,12:30:45,12:34:55,0,36,1,0,CH04-w7-r3,charuco
CH04,12:34:35.7,123435.npz,T65,12:30:45,12:34:55,0,30,1,0,CH04-w7-r3,charuco
CH04,12:34:37.7,123437.npz,T65,12:30:45,12:34:55,0,37,1,0,CH04-w7-r3,charuco
CH04,12:34:39.7,123439.npz,T65,12:30:45,12:34:55,0,32,1,0,CH04-w7-r3,charuco
CH04,12:34:41.7,123441.npz,T65,12:30:45,12:34:55,0,33,1,0,CH04-w7-r3,charuco
CH04,12:34:43.7,123443.npz,T65,12:30:45,12:34:55,0,31,1,0,CH04-w7-r3,charuco
CH04,12:34:45.7,123445.npz,T65,12:30:45,12:34:55,0,35,1,0,CH04-w7-r3,charuco
CH04,12:34:47.7,123447.npz,T65,12:30:45,12:34:55,0,26,1,0,CH04-w7-r3,charuco
CH04,12:34:49.7,123449.npz,T65,12:30:45,12:34:55,0,19,1,0,CH04-w7-r3,charuco
CH04,12:34:51.7,123451.npz,T65,12:30:45,12:34:55,0,20,1,0,CH04-w7-r3,charuco
CH04,12:34:53.7,123453.npz,T65,12:30:45,12:34:55,0,23,1,0,,charuco
CH04,12:41:06.0,124106.npz,NONE,12:41:05,12:42:24,0,34,1,0,,charuco
CH06,12:28:38.9,122838.npz,,,,0,70,1,0,,charuco
CH06,12:28:40.9,122840.npz,,,,0,74,1,0,,charuco
CH06,12:28:42.9,122842.npz,,,,0,74,1,0,,charuco
CH06,12:28:45.0,122845.npz,,,,0,72,1,0,,charuco
CH06,12:28:47.0,122847.npz,,,,0,74,1,0,,charuco
CH06,12:28:49.0,122849.npz,,,,0,74,1,0,,charuco
CH06,12:28:51.0,122851.npz,,,,0,68,1,0,,charuco
CH06,12:28:53.0,122853.npz,,,,0,74,1,0,,charuco
CH06,12:28:55.0,122855.npz,,,,0,67,1,0,,charuco
CH06,12:28:57.0,122857.npz,,,,0,74,1,0,,charuco
CH06,12:30:22.9,123022.npz,,,,0,18,1,0,,charuco
CH06,12:30:24.9,123024.npz,,,,0,20,1,0,,charuco
CH06,12:30:26.9,123026.npz,T64,12:30:27,12:30:39,1,20,1,0,CH06-w6-r1,charuco
CH06,12:30:29.0,123029.npz,T64,12:30:27,12:30:39,0,20,1,0,CH06-w6-r1,charuco
CH06,12:30:30.9,123030.npz,T64,12:30:27,12:30:39,0,14,1,0,CH06-w6-r1,charuco
CH06,12:30:32.9,123032.npz,T64,12:30:27,12:30:39,0,20,1,0,CH06-w6-r1,charuco
CH06,12:30:34.9,123034.npz,T64,12:30:27,12:30:39,0,20,1,0,CH06-w6-r1,charuco
CH06,12:30:36.9,123036.npz,T64,12:30:27,12:30:39,0,20,1,0,CH06-w6-r1,charuco
CH06,12:30:38.9,123038.npz,T64,12:30:27,12:30:39,0,20,1,0,CH06-w6-r1,charuco
CH06,12:41:16.9,124116.npz,NONE,12:41:05,12:42:24,0,28,1,0,CH06-w13-r1,charuco
CH06,12:41:18.9,124118.npz,NONE,12:41:05,12:42:24,0,32,1,0,CH06-w13-r1,charuco
CH06,12:41:20.9,124120.npz,NONE,12:41:05,12:42:24,0,32,1,0,CH06-w13-r1,charuco
CH06,12:41:22.9,124122.npz,NONE,12:41:05,12:42:24,0,30,1,0,CH06-w13-r1,charuco
CH06,12:41:24.9,124124.npz,NONE,12:41:05,12:42:24,0,32,1,0,CH06-w13-r1,charuco
CH06,12:41:26.9,124126.npz,NONE,12:41:05,12:42:24,0,32,1,0,CH06-w13-r1,charuco
CH06,12:41:28.9,124128.npz,NONE,12:41:05,12:42:24,0,32,1,0,CH06-w13-r1,charuco
CH06,12:41:30.9,124130.npz,NONE,12:41:05,12:42:24,0,32,1,0,CH06-w13-r1,charuco
CH06,12:41:32.9,124132.npz,NONE,12:41:05,12:42:24,0,30,1,0,CH06-w13-r1,charuco
CH06,12:41:34.9,124134.npz,NONE,12:41:05,12:42:24,0,32,1,0,CH06-w13-r1,charuco
CH06,12:41:38.9,124138.npz,NONE,12:41:05,12:42:24,0,32,1,0,CH06-w13-r1,charuco
CH06,12:41:40.9,124140.npz,NONE,12:41:05,12:42:24,0,32,1,0,CH06-w13-r1,charuco
CH06,12:41:42.9,124142.npz,NONE,12:41:05,12:42:24,0,32,1,0,CH06-w13-r1,charuco
CH06,12:41:44.9,124144.npz,NONE,12:41:05,12:42:24,0,32,1,0,CH06-w13-r1,charuco
CH06,12:41:48.9,124148.npz,NONE,12:41:05,12:42:24,0,61,1,0,CH06-w13-r1,charuco
CH06,12:41:50.9,124150.npz,NONE,12:41:05,12:42:24,0,65,1,0,CH06-w13-r1,charuco
CH06,12:41:52.9,124152.npz,NONE,12:41:05,12:42:24,0,65,1,0,CH06-w13-r1,charuco
CH06,12:41:54.9,124154.npz,NONE,12:41:05,12:42:24,0,65,1,0,CH06-w13-r1,charuco
CH06,12:41:56.9,124156.npz,NONE,12:41:05,12:42:24,0,65,1,0,CH06-w13-r1,charuco
CH06,12:41:58.9,124158.npz,NONE,12:41:05,12:42:24,0,65,1,0,CH06-w13-r1,charuco
CH06,12:42:01.0,124201.npz,NONE,12:41:05,12:42:24,0,65,1,0,CH06-w13-r1,charuco
CH06,12:42:03.0,124203.npz,NONE,12:41:05,12:42:24,0,65,1,0,CH06-w13-r1,charuco
CH06,12:42:04.9,124204.npz,NONE,12:41:05,12:42:24,0,65,1,0,CH06-w13-r1,charuco
CH06,12:42:06.9,124206.npz,NONE,12:41:05,12:42:24,0,65,1,0,CH06-w13-r1,charuco
CH06,12:42:09.0,124209.npz,NONE,12:41:05,12:42:24,0,65,1,0,CH06-w13-r1,charuco
CH06,12:42:10.9,124210.npz,NONE,12:41:05,12:42:24,0,65,1,0,CH06-w13-r1,charuco
CH06,12:42:12.9,124212.npz,NONE,12:41:05,12:42:24,0,59,1,0,CH06-w13-r1,charuco
CH06,12:42:15.0,124215.npz,NONE,12:41:05,12:42:24,0,65,1,0,CH06-w13-r1,charuco
CH06,12:42:16.9,124216.npz,NONE,12:41:05,12:42:24,0,65,1,0,CH06-w13-r1,charuco
CH06,12:42:18.9,124218.npz,NONE,12:41:05,12:42:24,0,65,1,0,CH06-w13-r1,charuco
CH06,12:42:20.9,124220.npz,NONE,12:41:05,12:42:24,0,65,1,0,CH06-w13-r1,charuco
CH06,12:42:22.9,124222.npz,NONE,12:41:05,12:42:24,0,61,1,0,CH06-w13-r1,charuco
CH06,12:42:24.9,124224.npz,NONE,12:41:05,12:42:24,1,65,1,0,CH06-w13-r1,charuco
