idx,clock,dur_s,samples,max_markers,max_corners,bw_IR,sat_frac,px_x,px_y,field_in_x,field_in_y,station,dist_in,station2,dist2_in
110,15:34:15,0.0,1,9,1,0,0.018,1573,6022,61.0,24.0,T11,22.8,V11,28.8
111,15:34:17,0.0,1,17,7,0,0.045,1521,6658,2.6,40.0,T11,39.6,T12,51.0
112,15:34:19,0.0,1,6,0,0,0.018,1508,5591,104.7,23.9,T21,5.7,V11,39.8
113,15:34:21,0.0,1,9,0,0,0.011,1418,6546,19.1,47.2,T11,31.2,T12,35.1
114,15:34:23,0.0,1,11,2,0,0.014,1418,6396,33.0,44.5,T11,22.5,T12,32.6
115,15:34:25,0.0,1,17,6,0,0.045,1488,6651,5.2,42.9,T11,38.7,T12,47.1
116,15:34:27,0.0,1,10,2,0,0.014,1305,6089,66.7,49.5,V11,7.5,T11,39.2
117,15:34:29,6.0,4,18,13,0,0.054,1506,6664,3.0,41.5,T11,40.0,T12,49.7
118,15:34:37,0.0,1,11,2,0,0.012,1402,6557,19.0,49.0,T11,32.6,T12,33.6
119,15:34:39,6.0,4,17,10,0,0.053,1499,6668,3.0,42.3,T11,40.4,T12,49.2
120,15:34:47,0.0,1,11,3,0,0.017,1555,6161,48.4,27.9,T11,11.5,V11,33.7
121,15:34:49,16.0,9,17,14,0,0.059,1497,6664,3.4,42.3,T11,40.0,T12,48.8
122,15:35:07,0.0,1,7,1,0,0.014,1423,6230,48.1,41.2,T11,21.0,V11,27.4
123,15:35:09,0.0,1,9,0,0,0.018,1494,5926,73.4,29.8,V11,19.8,T11,35.9
124,15:35:11,8.0,5,19,15,0,0.05,1502,6668,2.8,42.0,T11,40.4,T12,49.5
125,15:35:21,2.0,2,11,3,0,0.013,1407,6551,19.3,48.4,T11,32.0,T12,34.0
126,15:35:25,16.0,9,25,22,0,0.048,1499,6656,4.1,42.0,T11,39.3,T12,48.6
127,15:35:43,0.0,1,17,9,0,0.019,1443,6556,16.7,45.1,T11,31.2,T12,38.1
128,15:35:45,8.0,5,27,25,0,0.048,1501,6655,4.0,41.8,T11,39.2,T12,48.8
129,15:35:55,0.0,1,6,2,0,0.015,1545,6199,45.2,29.4,T11,9.8,V11,35.3
130,15:35:57,6.0,4,15,8,0,0.045,1497,6663,3.6,42.3,T11,39.9,T12,48.7
131,15:36:05,0.0,1,10,3,0,0.016,1181,5874,91.6,57.6,V11,19.2,T22,26.6
132,15:36:07,18.0,10,25,18,0,0.044,1501,6651,4.5,41.7,T11,38.8,T12,48.5
133,15:36:27,0.0,1,10,5,0,0.008,1703,6472,10.9,19.8,T11,27.5,T12,63.1
134,15:36:31,0.0,1,26,20,0,0.028,1814,6472,5.5,9.5,T11,35.2,T12,74.6
135,15:37:01,0.0,1,4,0,0,0.04,1790,6366,17.4,9.7,T11,24.4,V11,69.4
136,15:37:15,0.0,1,10,2,0,0.016,1625,6248,36.7,22.9,T11,1.5,V11,46.0
137,15:37:19,0.0,1,23,16,0,0.026,1648,6494,11.5,25.3,T11,26.8,T12,57.8
138,15:37:25,0.0,1,21,20,0,0.036,1647,6536,7.5,26.2,T11,30.9,T12,59.1
139,15:37:34,0.0,1,27,23,0,0.037,1567,6406,24.2,31.1,T11,16.3,T12,47.6
140,15:38:02,0.0,1,27,21,0,0.032,1701,6419,16.3,18.9,T11,22.2,T12,61.7
141,15:38:04,0.0,1,7,3,0,0.044,1771,6345,20.4,11.1,T11,21.1,V11,66.1
142,15:38:08,0.0,1,15,7,0,0.036,1678,6460,13.4,21.8,T11,24.8,T12,60.1
143,15:38:10,0.0,1,5,0,0,0.022,1579,6089,54.3,24.5,T11,16.2,V11,32.1
144,15:38:14,0.0,1,7,4,0,0.051,1800,6249,29.0,6.8,T11,18.3,V11,62.3
145,15:38:20,0.0,1,8,2,0,0.035,1735,6290,27.6,13.4,T11,14.0,V11,59.0
146,15:38:22,0.0,1,15,9,0,0.028,1541,6599,7.1,37.0,T11,34.3,T12,50.4
147,15:38:28,0.0,1,21,15,0,0.049,845,7145,8.8,110.8,T13,35.5,T12,45.2
148,15:38:30,0.0,1,8,4,0,0.059,934,7027,10.7,100.4,T12,36.3,T13,40.8
149,15:38:36,0.0,1,10,2,0,0.042,875,7101,9.6,107.2,T13,36.9,T12,41.9
150,15:39:10,0.0,1,8,6,0,0.062,863,7084,12.0,107.9,T13,34.7,T12,40.8
151,15:40:32,0.0,1,21,18,0,0.016,1142,6751,18.2,76.2,T12,20.0,T11,57.2
152,15:40:34,0.0,1,28,26,0,0.017,1257,6614,22.6,63.1,T12,20.6,T11,43.4
153,15:40:36,0.0,1,13,7,0,0.02,1330,6533,25.5,55.0,T12,25.1,T11,34.8
154,15:40:38,0.0,1,40,52,0,0.018,1199,6671,21.4,69.5,T12,18.3,T11,49.8
155,15:40:50,0.0,1,26,23,0,0.019,1211,6571,29.3,66.4,T12,13.5,T11,44.7
156,15:40:52,10.0,4,30,32,0,0.033,1286,6396,40.3,56.4,T12,20.3,T11,33.9
157,15:41:04,0.0,1,21,15,0,0.033,1624,6358,26.0,24.9,T11,12.4,T12,53.1
158,15:41:06,4.0,3,38,44,0,0.044,1681,6269,32.2,18.1,T11,7.5,V11,52.5
159,15:41:12,0.0,1,24,21,0,0.035,1477,6560,14.4,42.1,T11,30.8,T12,41.9
160,15:42:33,0.0,1,38,46,0,0.084,327,1133,452.4,146.7,F63,21.2,T73,24.0
161,15:42:39,0.0,1,40,51,0,0.063,663,1253,463.2,113.6,T73,18.4,V62,30.7
162,15:42:43,0.0,1,33,36,0,0.066,603,1192,464.2,120.2,T73,12.0,V62,34.3
163,15:42:45,0.0,1,28,31,0,0.09,801,1324,466.0,99.5,T72,23.3,T73,31.4
164,15:42:57,0.0,1,8,2,0,0.017,741,1915,416.7,96.1,V62,19.1,T62,26.9
165,15:42:59,0.0,1,15,6,0,0.087,637,1517,441.9,111.5,V62,11.0,T73,34.2
166,15:43:01,0.0,1,13,4,0,0.017,596,1830,416.7,110.6,V62,18.8,T63,27.3
167,15:43:03,0.0,1,17,9,0,0.099,656,1519,442.8,109.8,V62,10.5,T73,34.5
168,15:43:05,0.0,1,14,7,0,0.086,552,1221,459.1,124.4,T73,12.7,V62,32.4
169,15:43:15,0.0,1,12,6,0,0.071,1302,1671,467.3,46.8,T71,24.4,T72,29.9
170,15:43:19,0.0,1,32,27,0,0.077,1619,1822,473.0,14.4,T71,8.6,F61,52.3
171,15:43:21,0.0,1,4,1,0,0.106,1510,1749,473.0,25.8,T71,4.3,F61,45.5
172,15:43:25,0.0,1,17,9,0,0.078,1562,1708,480.5,21.4,T71,10.4,F61,54.2
173,15:43:27,0.0,1,15,13,0,0.105,1668,1896,468.7,8.7,T71,14.0,F61,53.5
174,15:43:29,0.0,1,31,36,0,0.082,1675,1981,460.7,7.0,T71,18.3,F61,50.2
175,15:43:31,0.0,1,32,33,0,0.071,1585,2029,450.4,15.1,T71,21.2,F61,38.1
176,15:43:35,0.0,1,26,24,0,0.076,1553,2025,448.9,18.3,T71,21.7,F61,34.6
177,15:43:37,0.0,1,36,43,0,0.075,1611,2042,450.6,12.5,T71,22.1,F61,40.6
178,15:43:39,0.0,1,35,40,0,0.071,1522,1825,466.5,23.7,T71,3.8,F61,41.4
179,15:43:41,4.0,3,44,61,0,0.084,1421,1870,455.9,32.8,T71,17.5,F61,27.5
180,15:43:47,0.0,1,4,0,0,0.02,1193,2340,401.3,49.0,T61,26.6,T62,27.7
181,15:43:57,0.0,1,5,1,0,0.018,1188,2070,425.0,52.4,F61,9.6,T62,36.1
182,15:43:59,0.0,1,41,57,0,0.07,1606,2008,453.8,13.3,T71,18.9,F61,41.2
183,15:44:01,0.0,1,15,14,0,0.098,1685,2204,438.7,3.5,T71,36.8,T61,44.8
184,15:44:03,0.0,1,48,68,0,0.06,1582,1983,454.8,16.0,T71,16.8,F61,39.4
185,15:44:11,4.0,3,32,34,0,0.097,1649,2257,431.4,6.5,T61,36.9,T71,42.0
186,15:44:17,0.0,1,28,24,0,0.085,1568,2235,429.2,14.5,T61,32.1,F61,35.5
187,15:44:19,0.0,1,30,35,0,0.076,1665,2265,431.5,4.8,T61,37.7,T71,42.6
188,15:44:21,4.0,3,48,72,0,0.068,1361,2026,437.9,36.6,F61,13.5,T71,35.2
189,15:44:27,2.0,2,20,11,0,0.088,1338,2065,433.1,38.3,F61,11.3,T61,38.2
190,15:44:45,2.0,2,50,79,0,0.071,339,1302,441.7,142.6,F63,16.8,T73,30.9
191,15:44:51,0.0,1,21,14,0,0.078,400,1286,446.0,137.3,F63,23.5,T73,25.1
192,15:44:53,4.0,2,20,14,0,0.094,172,1152,442.8,160.5,F63,9.1,T74,36.5
193,15:45:05,0.0,1,4,2,0,0.073,268,1526,423.4,145.1,F63,16.5,T63,29.1
194,15:45:11,0.0,1,17,12,0,0.108,115,1413,423.8,160.9,F63,10.9,T64,34.9
195,15:45:13,2.0,2,16,13,0,0.155,95,1463,419.8,161.8,F63,15.0,T64,31.4
196,15:45:17,0.0,1,7,2,0,0.024,118,1780,401.2,154.7,T63,24.3,T64,30.0
197,15:45:33,0.0,1,29,42,0,0.062,168,1995,389.5,147.2,T63,18.7,V53,29.2
