cam,clock,file,station,window_start,window_end,edge,n_corners,spread,bw_IR,settled_run
CH01,15:39:20.1,153920.npz,,,,0,50,1,0,
CH01,15:39:22.1,153922.npz,,,,0,74,1,0,
CH01,15:39:24.1,153924.npz,,,,0,82,1,0,
CH01,15:39:26.1,153926.npz,,,,0,39,1,0,
CH01,15:39:28.1,153928.npz,,,,0,48,1,0,
CH01,15:39:32.0,153932.npz,,,,0,59,1,0,
CH01,15:39:34.1,153934.npz,,,,0,75,1,0,
CH01,15:39:48.0,153948.npz,,,,0,80,1,0,
CH01,15:39:52.0,153952.npz,,,,0,65,1,0,
CH01,15:39:56.1,153956.npz,,,,0,88,1,0,
CH01,15:40:02.1,154002.npz,,,,0,88,1,0,
CH01,15:40:04.1,154004.npz,,,,0,81,1,0,
CH01,15:40:06.0,154006.npz,,,,0,84,1,0,
CH01,15:40:08.1,154008.npz,,,,0,14,1,0,
CH01,15:40:10.0,154010.npz,,,,0,63,1,0,
CH01,15:40:12.0,154012.npz,,,,0,82,1,0,
CH01,15:40:14.1,154014.npz,,,,0,84,1,0,
CH01,15:40:30.0,154030.npz,,,,0,81,1,0,
CH01,15:40:34.1,154034.npz,,,,0,88,1,0,
CH01,15:40:36.1,154036.npz,,,,0,72,1,0,
CH01,15:40:38.1,154038.npz,,,,0,86,1,0,
CH01,15:40:50.1,154050.npz,,,,0,75,1,0,
CH01,15:40:52.1,154052.npz,,,,0,79,1,0,
CH01,15:40:54.1,154054.npz,,,,0,46,1,0,
CH01,15:40:58.1,154058.npz,,,,0,76,1,0,
CH01,15:41:00.1,154100.npz,,,,0,83,1,0,
CH01,15:41:02.1,154102.npz,,,,0,83,1,0,
CH01,15:41:04.1,154104.npz,,,,0,35,1,0,
CH01,15:41:12.1,154112.npz,,,,0,37,1,0,
CH01,15:41:14.1,154114.npz,,,,0,36,1,0,
CH01,15:41:44.1,154144.npz,,,,0,52,1,0,
CH01,15:41:50.1,154150.npz,,,,0,24,1,0,
CH01,15:41:52.1,154152.npz,,,,0,17,1,0,
CH01,15:41:56.1,154156.npz,,,,0,19,1,0,
CH01,15:42:10.6,154210.npz,,,,0,26,1,0,
CH01,15:42:20.5,154220.npz,,,,0,21,1,0,
CH01,15:42:22.6,154222.npz,,,,0,19,1,0,
CH01,15:42:28.5,154228.npz,,,,0,25,1,0,
CH01,15:42:30.5,154230.npz,,,,0,25,1,0,
CH01,15:42:32.5,154232.npz,,,,0,39,1,0,
CH01,15:42:38.5,154238.npz,,,,0,12,1,0,
CH01,15:42:58.5,154258.npz,,,,0,21,1,0,
CH01,15:43:02.5,154302.npz,,,,0,23,1,0,
CH01,15:43:04.5,154304.npz,,,,0,14,1,0,
CH01,15:43:40.5,154340.npz,,,,0,49,1,0,
CH01,15:43:42.5,154342.npz,,,,0,50,1,0,
CH01,15:43:44.5,154344.npz,,,,0,16,1,0,
CH01,15:44:08.5,154408.npz,,,,0,14,1,0,
CH01,15:44:22.5,154422.npz,,,,0,53,1,0,
CH01,15:44:24.5,154424.npz,,,,0,36,1,0,
CH01,15:44:44.5,154444.npz,,,,0,54,1,0,
CH01,15:44:46.5,154446.npz,,,,0,40,1,0,
CH01,15:44:58.5,154458.npz,,,,0,36,1,0,
CH01,15:45:00.5,154500.npz,,,,0,32,1,0,
CH01,15:45:02.5,154502.npz,,,,0,19,1,0,
CH01,15:45:08.5,154508.npz,,,,0,21,1,0,
CH01,15:45:32.5,154532.npz,,,,0,86,1,0,
CH01,15:45:34.5,154534.npz,,,,0,64,1,0,
CH02,15:07:00.4,150700.npz,T21,15:06:42,15:07:08,0,13,1,0,
CH02,15:07:05.9,150705.npz,T21,15:06:42,15:07:08,0,12,1,0,
CH02,15:07:07.9,150707.npz,T21,15:06:42,15:07:08,0,12,1,0,
CH02,15:08:03.4,150803.npz,T22,15:07:14,15:08:53,0,12,1,1,
CH02,15:08:05.5,150805.npz,T22,15:07:14,15:08:53,0,13,1,1,
CH02,15:08:07.8,150807.npz,T22,15:07:14,15:08:53,0,19,1,1,CH02-w11-r1
CH02,15:08:09.8,150809.npz,T22,15:07:14,15:08:53,0,35,1,1,CH02-w11-r1
CH02,15:08:11.8,150811.npz,T22,15:07:14,15:08:53,0,25,1,1,CH02-w11-r1
CH02,15:11:59.2,151159.npz,,,,0,88,1,1,
CH02,15:12:01.2,151201.npz,V22,15:12:01,15:12:37,0,33,1,1,
CH02,15:12:03.2,151203.npz,V22,15:12:01,15:12:37,0,24,1,1,CH02-w16-r1
CH02,15:12:05.2,151205.npz,V22,15:12:01,15:12:37,0,16,1,1,CH02-w16-r1
CH02,15:12:07.4,151207.npz,V22,15:12:01,15:12:37,0,14,1,1,CH02-w16-r1
CH02,15:12:17.4,151217.npz,V22,15:12:01,15:12:37,0,13,1,1,CH02-w16-r2
CH02,15:12:19.5,151219.npz,V22,15:12:01,15:12:37,0,14,1,1,CH02-w16-r2
CH02,15:12:21.4,151221.npz,V22,15:12:01,15:12:37,0,14,1,1,CH02-w16-r2
CH02,15:12:23.4,151223.npz,V22,15:12:01,15:12:37,0,17,1,1,
CH02,15:12:25.4,151225.npz,V22,15:12:01,15:12:37,0,12,1,1,
CH02,15:12:27.5,151227.npz,V22,15:12:01,15:12:37,0,17,1,1,
CH02,15:12:35.5,151235.npz,V22,15:12:01,15:12:37,0,12,1,1,
CH02,15:12:37.4,151237.npz,V22,15:12:01,15:12:37,1,12,1,1,
CH02,15:12:38.9,151238.npz,,,,0,86,1,1,
CH02,15:12:40.9,151240.npz,,,,0,88,1,1,
CH02,15:12:42.9,151242.npz,,,,0,24,1,1,
CH02,15:12:44.9,151244.npz,F23,15:12:45,15:13:11,1,32,1,1,
CH02,15:12:46.9,151246.npz,F23,15:12:45,15:13:11,0,31,1,1,CH02-w17-r1
CH02,15:12:48.4,151248.npz,F23,15:12:45,15:13:11,0,41,1,1,CH02-w17-r1
CH02,15:12:50.4,151250.npz,F23,15:12:45,15:13:11,0,40,1,1,CH02-w17-r1
CH02,15:12:52.4,151252.npz,F23,15:12:45,15:13:11,0,37,1,1,CH02-w17-r1
CH02,15:12:54.5,151254.npz,F23,15:12:45,15:13:11,0,44,1,1,CH02-w17-r1
CH02,15:12:56.4,151256.npz,F23,15:12:45,15:13:11,0,41,1,1,CH02-w17-r1
CH02,15:12:58.5,151258.npz,F23,15:12:45,15:13:11,0,44,1,1,CH02-w17-r1
CH02,15:13:00.4,151300.npz,F23,15:12:45,15:13:11,0,41,1,1,CH02-w17-r1
CH02,15:13:02.4,151302.npz,F23,15:12:45,15:13:11,0,37,1,1,CH02-w17-r1
CH02,15:13:04.5,151304.npz,F23,15:12:45,15:13:11,0,41,1,1,CH02-w17-r1
CH02,15:13:06.4,151306.npz,F23,15:12:45,15:13:11,0,41,1,1,CH02-w17-r1
CH02,15:13:08.4,151308.npz,F23,15:12:45,15:13:11,0,44,1,1,CH02-w17-r1
CH02,15:13:10.4,151310.npz,F23,15:12:45,15:13:11,0,39,1,1,CH02-w17-r1
CH02,15:13:12.5,151312.npz,,,,0,12,1,1,
CH02,15:13:54.8,151354.npz,T31,15:13:54,15:14:31,0,36,1,0,
CH02,15:13:56.8,151356.npz,T31,15:13:54,15:14:31,0,39,1,0,CH02-w19-r1
CH02,15:13:58.6,151358.npz,T31,15:13:54,15:14:31,0,56,1,0,CH02-w19-r1
CH02,15:14:00.6,151400.npz,T31,15:13:54,15:14:31,0,69,1,0,CH02-w19-r1
CH02,15:14:02.6,151402.npz,T31,15:13:54,15:14:31,0,66,1,0,CH02-w19-r1
CH02,15:14:04.6,151404.npz,T31,15:13:54,15:14:31,0,64,1,0,CH02-w19-r1
CH02,15:14:06.5,151406.npz,T31,15:13:54,15:14:31,0,60,1,0,CH02-w19-r1
CH02,15:14:08.6,151408.npz,T31,15:13:54,15:14:31,0,66,1,0,CH02-w19-r1
CH02,15:14:10.6,151410.npz,T31,15:13:54,15:14:31,0,65,1,0,CH02-w19-r1
CH02,15:14:12.6,151412.npz,T31,15:13:54,15:14:31,0,62,1,0,CH02-w19-r1
CH02,15:14:14.5,151414.npz,T31,15:13:54,15:14:31,0,40,1,1,CH02-w19-r2
CH02,15:14:16.6,151416.npz,T31,15:13:54,15:14:31,0,59,1,1,CH02-w19-r2
CH02,15:14:18.6,151418.npz,T31,15:13:54,15:14:31,0,61,1,1,CH02-w19-r2
CH02,15:14:20.6,151420.npz,T31,15:13:54,15:14:31,0,67,1,1,CH02-w19-r2
CH02,15:14:22.6,151422.npz,T31,15:13:54,15:14:31,0,68,1,1,CH02-w19-r2
CH02,15:14:24.6,151424.npz,T31,15:13:54,15:14:31,0,68,1,1,CH02-w19-r2
CH02,15:14:26.6,151426.npz,T31,15:13:54,15:14:31,0,66,1,1,CH02-w19-r2
CH02,15:14:28.6,151428.npz,T31,15:13:54,15:14:31,0,72,1,1,CH02-w19-r2
CH02,15:14:30.2,151430.npz,T31,15:13:54,15:14:31,0,60,1,1,CH02-w19-r2
CH02,15:14:32.2,151432.npz,T31,15:13:54,15:14:31,1,59,1,1,CH02-w19-r2
CH02,15:14:36.2,151436.npz,T32,15:14:37,15:15:03,1,68,1,1,
CH02,15:14:38.2,151438.npz,T32,15:14:37,15:15:03,0,66,1,1,
CH02,15:14:40.2,151440.npz,T32,15:14:37,15:15:03,0,67,1,1,
CH02,15:14:42.2,151442.npz,T32,15:14:37,15:15:03,0,76,1,1,
CH02,15:14:44.7,151444.npz,T32,15:14:37,15:15:03,0,68,1,1,CH02-w20-r1
CH02,15:14:46.7,151446.npz,T32,15:14:37,15:15:03,0,57,1,1,CH02-w20-r1
CH02,15:14:48.7,151448.npz,T32,15:14:37,15:15:03,0,64,1,1,CH02-w20-r1
CH02,15:14:50.8,151450.npz,T32,15:14:37,15:15:03,0,58,1,1,CH02-w20-r1
CH02,15:14:52.8,151452.npz,T32,15:14:37,15:15:03,0,58,1,1,CH02-w20-r1
CH02,15:14:54.7,151454.npz,T32,15:14:37,15:15:03,0,57,1,1,CH02-w20-r1
CH02,15:14:56.8,151456.npz,T32,15:14:37,15:15:03,0,57,1,1,CH02-w20-r1
CH02,15:14:58.7,151458.npz,T32,15:14:37,15:15:03,0,57,1,1,CH02-w20-r1
CH02,15:15:00.8,151500.npz,T32,15:14:37,15:15:03,0,61,1,1,CH02-w20-r1
CH02,15:15:02.7,151502.npz,T32,15:14:37,15:15:03,0,58,1,1,CH02-w20-r1
CH02,15:15:04.7,151504.npz,,,,0,29,1,1,
CH02,15:15:06.7,151506.npz,,,,0,75,1,1,
CH02,15:15:08.7,151508.npz,,,,0,48,1,1,
CH02,15:15:10.7,151510.npz,T33,15:15:11,15:15:45,1,33,1,1,
CH02,15:15:11.3,151511.npz,T33,15:15:11,15:15:45,0,33,1,1,CH02-w21-r1
CH02,15:15:13.3,151513.npz,T33,15:15:11,15:15:45,0,79,1,1,CH02-w21-r1
CH02,15:15:15.3,151515.npz,T33,15:15:11,15:15:45,0,76,1,1,CH02-w21-r1
CH02,15:15:17.2,151517.npz,T33,15:15:11,15:15:45,0,46,1,1,CH02-w21-r1
CH02,15:15:19.3,151519.npz,T33,15:15:11,15:15:45,0,59,1,1,
CH02,15:15:21.3,151521.npz,T33,15:15:11,15:15:45,0,59,1,1,
CH02,15:15:23.2,151523.npz,T33,15:15:11,15:15:45,0,81,1,1,
CH02,15:15:27.2,151527.npz,T33,15:15:11,15:15:45,0,27,1,0,CH02-w21-r2
CH02,15:15:29.2,151529.npz,T33,15:15:11,15:15:45,0,22,1,0,CH02-w21-r2
CH02,15:15:31.2,151531.npz,T33,15:15:11,15:15:45,0,31,1,0,CH02-w21-r2
CH02,15:15:33.2,151533.npz,T33,15:15:11,15:15:45,0,31,1,0,CH02-w21-r2
CH02,15:15:35.3,151535.npz,T33,15:15:11,15:15:45,0,22,1,0,CH02-w21-r2
CH02,15:15:37.2,151537.npz,T33,15:15:11,15:15:45,0,73,1,1,CH02-w21-r2
CH02,15:15:39.2,151539.npz,T33,15:15:11,15:15:45,0,83,1,1,CH02-w21-r2
CH02,15:15:41.2,151541.npz,T33,15:15:11,15:15:45,0,85,1,1,CH02-w21-r2
CH02,15:15:43.2,151543.npz,T33,15:15:11,15:15:45,0,77,1,1,CH02-w21-r2
CH02,15:15:45.3,151545.npz,T33,15:15:11,15:15:45,1,85,1,1,CH02-w21-r2
CH02,15:15:47.2,151547.npz,,,,0,32,1,1,
CH02,15:17:05.8,151705.npz,,,,0,68,1,1,
CH02,15:17:07.8,151707.npz,,,,0,50,1,1,
CH02,15:17:09.9,151709.npz,,,,0,53,1,1,
CH02,15:17:10.7,151710.npz,,,,0,66,1,1,
CH02,15:17:12.8,151712.npz,V31,15:17:13,15:17:35,1,62,1,1,
CH02,15:17:14.8,151714.npz,V31,15:17:13,15:17:35,0,65,1,1,CH02-w24-r1
CH02,15:17:16.7,151716.npz,V31,15:17:13,15:17:35,0,67,1,1,CH02-w24-r1
CH02,15:17:18.8,151718.npz,V31,15:17:13,15:17:35,0,64,1,1,CH02-w24-r1
CH02,15:17:20.8,151720.npz,V31,15:17:13,15:17:35,0,68,1,1,CH02-w24-r1
CH02,15:17:22.7,151722.npz,V31,15:17:13,15:17:35,0,68,1,1,CH02-w24-r1
CH02,15:17:24.7,151724.npz,V31,15:17:13,15:17:35,0,64,1,1,CH02-w24-r1
CH02,15:17:26.7,151726.npz,V31,15:17:13,15:17:35,0,67,1,1,CH02-w24-r1
CH02,15:17:28.7,151728.npz,V31,15:17:13,15:17:35,0,60,1,1,CH02-w24-r1
CH02,15:17:30.7,151730.npz,V31,15:17:13,15:17:35,0,66,1,1,CH02-w24-r1
CH02,15:17:32.7,151732.npz,V31,15:17:13,15:17:35,0,68,1,1,CH02-w24-r1
CH02,15:17:34.8,151734.npz,V31,15:17:13,15:17:35,0,63,1,1,CH02-w24-r1
CH02,15:17:36.8,151736.npz,,,,0,13,1,1,
CH02,15:17:38.7,151738.npz,,,,0,61,1,1,
CH02,15:17:40.7,151740.npz,F32,15:17:41,15:18:05,1,66,1,1,
CH02,15:17:42.8,151742.npz,F32,15:17:41,15:18:05,0,81,1,1,
CH02,15:17:44.7,151744.npz,F32,15:17:41,15:18:05,0,85,1,1,
CH02,15:17:46.8,151746.npz,F32,15:17:41,15:18:05,0,81,1,1,CH02-w25-r1
CH02,15:17:48.8,151748.npz,F32,15:17:41,15:18:05,0,84,1,1,CH02-w25-r1
CH02,15:17:50.7,151750.npz,F32,15:17:41,15:18:05,0,84,1,1,CH02-w25-r1
CH02,15:17:52.8,151752.npz,F32,15:17:41,15:18:05,0,86,1,1,CH02-w25-r1
CH02,15:17:54.8,151754.npz,F32,15:17:41,15:18:05,0,84,1,1,CH02-w25-r1
CH02,15:17:56.8,151756.npz,F32,15:17:41,15:18:05,0,84,1,1,CH02-w25-r1
CH02,15:17:58.8,151758.npz,F32,15:17:41,15:18:05,0,84,1,1,CH02-w25-r1
CH02,15:18:00.8,151800.npz,F32,15:17:41,15:18:05,0,86,1,1,CH02-w25-r1
CH02,15:18:02.7,151802.npz,F32,15:17:41,15:18:05,0,86,1,1,CH02-w25-r1
CH02,15:18:04.7,151804.npz,F32,15:17:41,15:18:05,0,76,1,1,
CH02,15:19:10.7,151910.npz,,,,0,54,1,1,
CH02,15:19:18.8,151918.npz,,,,0,18,1,1,
CH02,15:19:20.8,151920.npz,T41,15:19:22,15:19:26,1,16,1,1,CH02-w28-r1
CH02,15:19:22.8,151922.npz,T41,15:19:22,15:19:26,0,21,1,1,CH02-w28-r1
CH02,15:19:24.8,151924.npz,T41,15:19:22,15:19:26,0,21,1,1,CH02-w28-r1
CH02,15:19:26.8,151926.npz,T41,15:19:22,15:19:26,1,16,1,1,CH02-w28-r1
CH02,15:20:29.3,152029.npz,,,,0,46,1,1,
CH02,15:20:31.3,152031.npz,T42,15:20:32,15:20:48,1,53,1,1,
CH02,15:20:33.4,152033.npz,T42,15:20:32,15:20:48,0,38,1,1,
CH02,15:20:35.4,152035.npz,T42,15:20:32,15:20:48,0,44,1,1,
CH02,15:20:37.3,152037.npz,T42,15:20:32,15:20:48,0,40,1,1,
CH02,15:20:39.4,152039.npz,T42,15:20:32,15:20:48,0,38,1,1,
CH02,15:20:41.4,152041.npz,T42,15:20:32,15:20:48,0,39,1,1,CH02-w30-r1
CH02,15:20:43.4,152043.npz,T42,15:20:32,15:20:48,0,38,1,1,CH02-w30-r1
CH02,15:20:45.4,152045.npz,T42,15:20:32,15:20:48,0,38,1,1,CH02-w30-r1
CH02,15:20:47.4,152047.npz,T42,15:20:32,15:20:48,0,39,1,1,CH02-w30-r1
CH02,15:20:49.4,152049.npz,T42,15:20:32,15:20:48,1,38,1,1,CH02-w30-r1
CH02,15:20:51.4,152051.npz,,,,0,69,1,1,
CH02,15:20:53.4,152053.npz,,,,0,41,1,1,
CH02,15:20:55.4,152055.npz,,,,0,34,1,1,
CH02,15:20:57.4,152057.npz,T43,15:20:58,15:21:12,1,36,1,1,CH02-w31-r1
CH02,15:20:59.4,152059.npz,T43,15:20:58,15:21:12,0,35,1,1,CH02-w31-r1
CH02,15:21:01.4,152101.npz,T43,15:20:58,15:21:12,0,37,1,1,CH02-w31-r1
CH02,15:21:03.4,152103.npz,T43,15:20:58,15:21:12,0,37,1,1,CH02-w31-r1
CH02,15:21:05.4,152105.npz,T43,15:20:58,15:21:12,0,37,1,1,CH02-w31-r1
CH02,15:21:07.4,152107.npz,T43,15:20:58,15:21:12,0,37,1,1,CH02-w31-r1
CH02,15:21:09.4,152109.npz,T43,15:20:58,15:21:12,0,35,1,1,CH02-w31-r1
CH02,15:21:11.4,152111.npz,T43,15:20:58,15:21:12,0,37,1,1,CH02-w31-r1
CH02,15:21:13.4,152113.npz,T43,15:20:58,15:21:12,1,35,1,1,CH02-w31-r1
CH02,15:21:15.4,152115.npz,,,,0,23,1,1,
CH02,15:22:25.4,152225.npz,,,,0,31,1,1,
CH02,15:22:27.3,152227.npz,,,,0,34,1,1,
CH02,15:22:31.4,152231.npz,,,,0,46,1,1,
CH02,15:22:33.4,152233.npz,F41,15:22:34,15:22:58,1,45,1,1,
CH02,15:22:35.3,152235.npz,F41,15:22:34,15:22:58,0,43,1,1,
CH02,15:22:37.3,152237.npz,F41,15:22:34,15:22:58,0,23,1,1,CH02-w34-r1
CH02,15:22:39.4,152239.npz,F41,15:22:34,15:22:58,0,29,1,1,CH02-w34-r1
CH02,15:22:41.8,152241.npz,F41,15:22:34,15:22:58,0,46,1,1,CH02-w34-r1
CH02,15:22:43.8,152243.npz,F41,15:22:34,15:22:58,0,30,1,1,CH02-w34-r1
CH02,15:22:45.8,152245.npz,F41,15:22:34,15:22:58,0,22,1,1,CH02-w34-r2
CH02,15:22:47.8,152247.npz,F41,15:22:34,15:22:58,0,24,1,1,CH02-w34-r2
CH02,15:22:49.8,152249.npz,F41,15:22:34,15:22:58,0,35,1,1,CH02-w34-r2
CH02,15:22:51.8,152251.npz,F41,15:22:34,15:22:58,0,36,1,1,CH02-w34-r2
CH02,15:22:53.8,152253.npz,F41,15:22:34,15:22:58,0,41,1,1,CH02-w34-r2
CH02,15:22:55.8,152255.npz,F41,15:22:34,15:22:58,0,41,1,1,CH02-w34-r2
CH02,15:22:57.9,152257.npz,F41,15:22:34,15:22:58,0,29,1,1,CH02-w34-r2
CH02,15:22:59.8,152259.npz,,,,0,61,1,1,
CH02,15:23:01.8,152301.npz,,,,0,57,1,1,
CH02,15:23:03.8,152303.npz,,,,0,73,1,1,
CH02,15:23:05.8,152305.npz,,,,0,71,1,1,
CH02,15:23:07.8,152307.npz,V42,15:23:08,15:23:16,1,75,1,1,CH02-w36-r1
CH02,15:23:09.7,152309.npz,V42,15:23:08,15:23:16,0,77,1,1,CH02-w36-r1
CH02,15:23:11.6,152311.npz,V42,15:23:08,15:23:16,0,65,1,1,CH02-w36-r1
CH02,15:23:13.7,152313.npz,V42,15:23:08,15:23:16,0,71,1,1,CH02-w36-r1
CH02,15:23:15.7,152315.npz,V42,15:23:08,15:23:16,0,68,1,1,CH02-w36-r1
CH02,15:23:17.7,152317.npz,,,,0,76,1,1,
CH02,15:23:19.7,152319.npz,,,,0,80,1,1,
CH02,15:24:27.6,152427.npz,,,,0,81,1,1,
CH02,15:24:29.5,152429.npz,T51,15:24:31,15:25:03,1,16,1,1,
CH02,15:24:41.5,152441.npz,T51,15:24:31,15:25:03,0,12,1,1,
CH02,15:24:43.6,152443.npz,T51,15:24:31,15:25:03,0,78,1,1,
CH02,15:24:45.8,152445.npz,T51,15:24:31,15:25:03,0,49,1,0,CH02-w39-r1
CH02,15:24:47.7,152447.npz,T51,15:24:31,15:25:03,0,60,1,0,CH02-w39-r1
CH02,15:24:49.8,152449.npz,T51,15:24:31,15:25:03,0,60,1,0,CH02-w39-r1
CH02,15:24:51.8,152451.npz,T51,15:24:31,15:25:03,0,64,1,0,CH02-w39-r1
CH02,15:24:53.8,152453.npz,T51,15:24:31,15:25:03,0,57,1,0,CH02-w39-r1
CH02,15:24:55.7,152455.npz,T51,15:24:31,15:25:03,0,62,1,0,CH02-w39-r1
CH02,15:24:57.8,152457.npz,T51,15:24:31,15:25:03,0,63,1,0,CH02-w39-r1
CH02,15:24:59.8,152459.npz,T51,15:24:31,15:25:03,0,53,1,0,CH02-w39-r1
CH02,15:25:01.8,152501.npz,T51,15:24:31,15:25:03,0,61,1,0,CH02-w39-r1
CH02,15:25:07.8,152507.npz,T52,15:25:09,15:25:25,1,43,1,0,
CH02,15:25:09.8,152509.npz,T52,15:25:09,15:25:25,0,59,1,0,CH02-w40-r1
CH02,15:25:11.8,152511.npz,T52,15:25:09,15:25:25,0,39,1,0,CH02-w40-r1
CH02,15:25:13.8,152513.npz,T52,15:25:09,15:25:25,0,49,1,0,CH02-w40-r1
CH02,15:25:15.8,152515.npz,T52,15:25:09,15:25:25,0,47,1,0,CH02-w40-r1
CH02,15:25:17.8,152517.npz,T52,15:25:09,15:25:25,0,47,1,0,CH02-w40-r1
CH02,15:25:19.8,152519.npz,T52,15:25:09,15:25:25,0,38,1,0,CH02-w40-r1
CH02,15:25:21.7,152521.npz,T52,15:25:09,15:25:25,0,49,1,0,CH02-w40-r1
CH02,15:25:23.8,152523.npz,T52,15:25:09,15:25:25,0,48,1,0,CH02-w40-r1
CH02,15:25:25.8,152525.npz,T52,15:25:09,15:25:25,1,51,1,0,CH02-w40-r1
CH02,15:25:27.8,152527.npz,,,,0,38,1,0,
CH02,15:25:31.8,152531.npz,,,,0,55,1,0,
CH02,15:25:33.8,152533.npz,,,,0,67,1,0,
CH02,15:25:35.8,152535.npz,T53,15:25:37,15:25:47,1,64,1,0,
CH02,15:25:37.8,152537.npz,T53,15:25:37,15:25:47,0,69,1,0,CH02-w41-r1
CH02,15:25:39.8,152539.npz,T53,15:25:37,15:25:47,0,62,1,0,CH02-w41-r1
CH02,15:25:41.8,152541.npz,T53,15:25:37,15:25:47,0,58,1,0,CH02-w41-r1
CH02,15:25:45.8,152545.npz,T53,15:25:37,15:25:47,0,61,1,0,CH02-w41-r1
CH02,15:25:47.8,152547.npz,T53,15:25:37,15:25:47,1,69,1,0,CH02-w41-r1
CH02,15:25:49.8,152549.npz,,,,0,67,1,0,
CH02,15:27:17.1,152717.npz,V51,15:27:02,15:27:16,1,44,1,0,
CH02,15:27:19.1,152719.npz,,,,0,19,1,0,
CH02,15:27:27.1,152727.npz,F52,15:27:24,15:27:44,0,14,1,0,
CH02,15:27:43.2,152743.npz,F52,15:27:24,15:27:44,0,27,1,0,
CH02,15:27:45.2,152745.npz,F52,15:27:24,15:27:44,1,19,1,0,
CH02,15:30:23.0,153023.npz,,,,0,79,1,0,
CH02,15:31:03.0,153103.npz,,,,0,48,1,0,
CH02,15:32:43.1,153243.npz,,,,0,12,1,0,
CH02,15:33:13.1,153313.npz,,,,0,12,1,0,
CH02,15:33:35.1,153335.npz,,,,0,15,1,0,
CH02,15:33:49.1,153349.npz,,,,0,13,1,0,
CH02,15:34:07.1,153407.npz,,,,0,14,1,0,
CH02,15:34:33.1,153433.npz,,,,0,13,1,0,
CH02,15:35:03.1,153503.npz,,,,0,14,1,0,
CH02,15:35:11.1,153511.npz,,,,0,14,1,0,
CH02,15:35:17.1,153517.npz,,,,0,15,1,0,
CH02,15:35:19.1,153519.npz,,,,0,12,1,0,
CH02,15:35:37.1,153537.npz,,,,0,12,1,0,
CH02,15:35:39.1,153539.npz,,,,0,13,1,0,
CH02,15:35:41.1,153541.npz,,,,0,22,1,0,
CH02,15:35:45.1,153545.npz,,,,0,25,1,0,
CH02,15:35:47.1,153547.npz,,,,0,17,1,0,
CH02,15:35:53.1,153553.npz,,,,0,12,1,0,
CH02,15:36:21.1,153621.npz,,,,0,18,1,0,
CH02,15:36:31.1,153631.npz,,,,0,20,1,0,
CH02,15:37:19.1,153719.npz,,,,0,16,1,0,
CH02,15:37:25.1,153725.npz,,,,0,20,1,0,
CH02,15:37:34.5,153734.npz,,,,0,23,1,0,
CH02,15:38:02.5,153802.npz,,,,0,21,1,0,
CH02,15:38:28.6,153828.npz,,,,0,15,1,0,
CH02,15:40:32.5,154032.npz,,,,0,18,1,0,
CH02,15:40:34.6,154034.npz,,,,0,26,1,0,
CH02,15:40:38.6,154038.npz,,,,0,52,1,0,
CH02,15:40:50.6,154050.npz,,,,0,23,1,0,
CH02,15:40:52.6,154052.npz,,,,0,16,1,0,
CH02,15:40:58.6,154058.npz,,,,0,28,1,0,
CH02,15:41:00.5,154100.npz,,,,0,32,1,0,
CH02,15:41:02.6,154102.npz,,,,0,18,1,0,
CH02,15:41:04.6,154104.npz,,,,0,15,1,0,
CH02,15:41:06.6,154106.npz,,,,0,18,1,0,
CH02,15:41:08.6,154108.npz,,,,0,44,1,0,
CH02,15:41:10.6,154110.npz,,,,0,41,1,0,
CH02,15:41:12.6,154112.npz,,,,0,21,1,0,
CH02,15:42:33.1,154233.npz,,,,0,46,1,0,
CH02,15:42:39.1,154239.npz,,,,0,51,1,0,
CH02,15:42:43.1,154243.npz,,,,0,36,1,0,
CH02,15:42:45.1,154245.npz,,,,0,31,1,0,
CH02,15:43:19.1,154319.npz,,,,0,27,1,0,
CH02,15:43:27.1,154327.npz,,,,0,13,1,0,
CH02,15:43:29.1,154329.npz,,,,0,36,1,0,
CH02,15:43:31.1,154331.npz,,,,0,33,1,0,
CH02,15:43:35.1,154335.npz,,,,0,24,1,0,
CH02,15:43:37.1,154337.npz,,,,0,43,1,0,
CH02,15:43:39.1,154339.npz,,,,0,40,1,0,
CH02,15:43:41.1,154341.npz,,,,0,54,1,0,
CH02,15:43:43.0,154343.npz,,,,0,61,1,0,
CH02,15:43:45.1,154345.npz,,,,0,34,1,0,
CH02,15:43:59.1,154359.npz,,,,0,57,1,0,
CH02,15:44:01.1,154401.npz,,,,0,14,1,0,
CH02,15:44:03.1,154403.npz,,,,0,68,1,0,
CH02,15:44:11.1,154411.npz,,,,0,21,1,0,
CH02,15:44:13.1,154413.npz,,,,0,34,1,0,
CH02,15:44:15.1,154415.npz,,,,0,27,1,0,
CH02,15:44:17.1,154417.npz,,,,0,24,1,0,
CH02,15:44:19.1,154419.npz,,,,0,35,1,0,
CH02,15:44:21.1,154421.npz,,,,0,72,1,0,
CH02,15:44:23.1,154423.npz,,,,0,67,1,0,
CH02,15:44:25.1,154425.npz,,,,0,39,1,0,
CH02,15:44:45.1,154445.npz,,,,0,79,1,0,
CH02,15:44:47.1,154447.npz,,,,0,57,1,0,
CH02,15:44:51.1,154451.npz,,,,0,14,1,0,
CH02,15:44:57.1,154457.npz,,,,0,14,1,0,
CH02,15:45:11.1,154511.npz,,,,0,12,1,0,
CH02,15:45:15.0,154515.npz,,,,0,13,1,0,
CH02,15:45:33.1,154533.npz,,,,0,42,1,0,
