cam,clock,file,station,window_start,window_end,edge,n_corners,spread,bw_IR,settled_run
CH03,15:01:02.0,150102.npz,T11,15:01:03,15:01:51,1,22,1,0,
CH03,15:01:04.0,150104.npz,T11,15:01:03,15:01:51,0,22,1,0,
CH03,15:01:06.0,150106.npz,T11,15:01:03,15:01:51,0,22,1,0,
CH03,15:01:07.9,150107.npz,T11,15:01:03,15:01:51,0,48,1,0,CH03-w1-r1
CH03,15:01:10.0,150110.npz,T11,15:01:03,15:01:51,0,43,1,0,CH03-w1-r1
CH03,15:01:12.0,150112.npz,T11,15:01:03,15:01:51,0,30,1,0,CH03-w1-r1
CH03,15:01:14.0,150114.npz,T11,15:01:03,15:01:51,0,36,1,0,CH03-w1-r1
CH03,15:01:16.0,150116.npz,T11,15:01:03,15:01:51,0,20,1,0,
CH03,15:01:18.0,150118.npz,T11,15:01:03,15:01:51,0,35,1,0,
CH03,15:01:20.0,150120.npz,T11,15:01:03,15:01:51,0,68,1,0,
CH03,15:01:22.0,150122.npz,T11,15:01:03,15:01:51,0,51,1,0,CH03-w1-r2
CH03,15:01:24.0,150124.npz,T11,15:01:03,15:01:51,0,21,1,0,CH03-w1-r2
CH03,15:01:26.0,150126.npz,T11,15:01:03,15:01:51,0,20,1,0,CH03-w1-r2
CH03,15:01:28.0,150128.npz,T11,15:01:03,15:01:51,0,22,1,0,CH03-w1-r2
CH03,15:01:30.0,150130.npz,T11,15:01:03,15:01:51,0,31,1,0,CH03-w1-r2
CH03,15:01:32.0,150132.npz,T11,15:01:03,15:01:51,0,27,1,0,CH03-w1-r2
CH03,15:01:34.0,150134.npz,T11,15:01:03,15:01:51,0,25,1,0,
CH03,15:01:36.1,150136.npz,T11,15:01:03,15:01:51,0,23,1,0,
CH03,15:01:38.0,150138.npz,T11,15:01:03,15:01:51,0,21,1,0,
CH03,15:01:40.0,150140.npz,T11,15:01:03,15:01:51,0,25,1,0,
CH03,15:01:42.0,150142.npz,T11,15:01:03,15:01:51,0,13,1,0,
CH03,15:01:44.0,150144.npz,T11,15:01:03,15:01:51,0,16,1,0,
CH03,15:01:46.0,150146.npz,T11,15:01:03,15:01:51,0,18,1,0,
CH03,15:01:56.0,150156.npz,,,,0,15,1,0,
CH03,15:01:58.0,150158.npz,T12,15:01:59,15:02:10,1,53,1,0,
CH03,15:02:00.0,150200.npz,T12,15:01:59,15:02:10,0,22,1,0,
CH03,15:02:02.0,150202.npz,T12,15:01:59,15:02:10,0,15,1,0,
CH03,15:02:04.0,150204.npz,T12,15:01:59,15:02:10,0,16,1,0,
CH03,15:02:20.0,150220.npz,T13,15:02:19,15:02:37,0,48,1,0,CH03-w3-r1
CH03,15:02:22.0,150222.npz,T13,15:02:19,15:02:37,0,57,1,0,CH03-w3-r1
CH03,15:02:24.0,150224.npz,T13,15:02:19,15:02:37,0,38,1,0,CH03-w3-r1
CH03,15:02:26.0,150226.npz,T13,15:02:19,15:02:37,0,73,1,0,CH03-w3-r1
CH03,15:02:28.0,150228.npz,T13,15:02:19,15:02:37,0,72,1,0,CH03-w3-r1
CH03,15:02:30.0,150230.npz,T13,15:02:19,15:02:37,0,62,1,0,CH03-w3-r1
CH03,15:02:32.0,150232.npz,T13,15:02:19,15:02:37,0,66,1,0,CH03-w3-r1
CH03,15:02:34.1,150234.npz,T13,15:02:19,15:02:37,0,55,1,0,CH03-w3-r1
CH03,15:02:36.1,150236.npz,T13,15:02:19,15:02:37,0,55,1,0,CH03-w3-r1
CH03,15:02:38.0,150238.npz,T13,15:02:19,15:02:37,1,38,1,0,CH03-w3-r1
CH03,15:02:48.1,150248.npz,T14,15:02:48,15:03:17,0,45,1,0,
CH03,15:02:50.0,150250.npz,T14,15:02:48,15:03:17,0,46,1,0,CH03-w4-r1
CH03,15:02:54.0,150254.npz,T14,15:02:48,15:03:17,0,23,1,0,CH03-w4-r1
CH03,15:02:56.0,150256.npz,T14,15:02:48,15:03:17,0,15,1,0,CH03-w4-r1
CH03,15:02:58.0,150258.npz,T14,15:02:48,15:03:17,0,12,1,0,
CH03,15:03:02.1,150302.npz,T14,15:02:48,15:03:17,0,14,1,0,
CH03,15:03:04.0,150304.npz,T14,15:02:48,15:03:17,0,15,1,0,CH03-w4-r2
CH03,15:03:06.0,150306.npz,T14,15:02:48,15:03:17,0,17,1,0,CH03-w4-r2
CH03,15:03:08.0,150308.npz,T14,15:02:48,15:03:17,0,24,1,0,CH03-w4-r2
CH03,15:03:10.0,150310.npz,T14,15:02:48,15:03:17,0,18,1,0,
CH03,15:03:12.0,150312.npz,T14,15:02:48,15:03:17,0,17,1,0,
CH03,15:03:16.0,150316.npz,T14,15:02:48,15:03:17,0,22,1,0,
CH03,15:03:18.0,150318.npz,T14,15:02:48,15:03:17,1,14,1,0,
CH03,15:03:24.0,150324.npz,T15,15:03:25,15:03:57,1,34,1,0,
CH03,15:03:26.1,150326.npz,T15,15:03:25,15:03:57,0,47,1,0,CH03-w5-r1
CH03,15:03:28.1,150328.npz,T15,15:03:25,15:03:57,0,32,1,0,CH03-w5-r1
CH03,15:03:30.1,150330.npz,T15,15:03:25,15:03:57,0,25,1,0,CH03-w5-r1
CH03,15:03:32.1,150332.npz,T15,15:03:25,15:03:57,0,37,1,0,CH03-w5-r1
CH03,15:03:34.2,150334.npz,T15,15:03:25,15:03:57,0,23,1,0,CH03-w5-r1
CH03,15:03:36.2,150336.npz,T15,15:03:25,15:03:57,0,30,1,0,CH03-w5-r1
CH03,15:03:38.1,150338.npz,T15,15:03:25,15:03:57,0,30,1,0,CH03-w5-r1
CH03,15:03:40.2,150340.npz,T15,15:03:25,15:03:57,0,27,1,0,CH03-w5-r1
CH03,15:03:42.2,150342.npz,T15,15:03:25,15:03:57,0,19,1,0,CH03-w5-r2
CH03,15:03:44.1,150344.npz,T15,15:03:25,15:03:57,0,23,1,0,CH03-w5-r2
CH03,15:03:46.1,150346.npz,T15,15:03:25,15:03:57,0,23,1,0,CH03-w5-r2
CH03,15:03:48.1,150348.npz,T15,15:03:25,15:03:57,0,21,1,0,CH03-w5-r2
CH03,15:03:50.1,150350.npz,T15,15:03:25,15:03:57,0,16,1,0,CH03-w5-r2
CH03,15:03:54.1,150354.npz,T15,15:03:25,15:03:57,0,23,1,0,CH03-w5-r2
CH03,15:03:56.1,150356.npz,T15,15:03:25,15:03:57,0,16,1,0,
CH03,15:04:42.1,150442.npz,F12,15:04:38,15:05:17,0,18,1,0,
CH03,15:05:02.2,150502.npz,F12,15:04:38,15:05:17,0,24,1,0,
CH03,15:05:26.2,150526.npz,V13,15:05:23,15:05:58,0,13,1,0,
CH03,15:05:30.2,150530.npz,V13,15:05:23,15:05:58,0,22,1,0,CH03-w8-r1
CH03,15:05:32.2,150532.npz,V13,15:05:23,15:05:58,0,31,1,0,CH03-w8-r1
CH03,15:05:34.2,150534.npz,V13,15:05:23,15:05:58,0,24,1,0,CH03-w8-r1
CH03,15:05:38.2,150538.npz,V13,15:05:23,15:05:58,0,24,1,0,CH03-w8-r1
CH03,15:05:40.2,150540.npz,V13,15:05:23,15:05:58,0,29,1,0,CH03-w8-r1
CH03,15:05:42.2,150542.npz,V13,15:05:23,15:05:58,0,26,1,0,CH03-w8-r1
CH03,15:05:44.2,150544.npz,V13,15:05:23,15:05:58,0,23,1,0,CH03-w8-r1
CH03,15:05:46.3,150546.npz,V13,15:05:23,15:05:58,0,26,1,0,CH03-w8-r1
CH03,15:05:48.2,150548.npz,V13,15:05:23,15:05:58,0,18,1,0,CH03-w8-r1
CH03,15:05:50.2,150550.npz,V13,15:05:23,15:05:58,0,26,1,0,CH03-w8-r1
CH03,15:05:52.2,150552.npz,V13,15:05:23,15:05:58,0,24,1,0,CH03-w8-r1
CH03,15:05:54.2,150554.npz,V13,15:05:23,15:05:58,0,28,1,0,CH03-w8-r1
CH03,15:05:56.2,150556.npz,V13,15:05:23,15:05:58,0,28,1,0,CH03-w8-r1
CH03,15:05:58.2,150558.npz,V13,15:05:23,15:05:58,1,23,1,0,CH03-w8-r1
CH03,15:06:00.2,150600.npz,,,,0,16,1,0,
CH03,15:08:58.0,150858.npz,,,,0,19,1,0,
CH03,15:09:00.0,150900.npz,,,,0,33,1,0,
CH03,15:09:01.9,150901.npz,,,,0,28,1,0,
CH03,15:09:03.9,150903.npz,T23,15:09:05,15:09:17,1,29,1,0,CH03-w12-r1
CH03,15:09:05.9,150905.npz,T23,15:09:05,15:09:17,0,24,1,0,CH03-w12-r1
CH03,15:09:07.9,150907.npz,T23,15:09:05,15:09:17,0,34,1,0,CH03-w12-r1
CH03,15:09:10.0,150910.npz,T23,15:09:05,15:09:17,0,36,1,0,CH03-w12-r1
CH03,15:09:11.9,150911.npz,T23,15:09:05,15:09:17,0,30,1,0,CH03-w12-r1
CH03,15:09:14.0,150914.npz,T23,15:09:05,15:09:17,0,35,1,0,CH03-w12-r1
CH03,15:09:16.0,150916.npz,T23,15:09:05,15:09:17,0,38,1,0,CH03-w12-r1
CH03,15:09:18.0,150918.npz,T23,15:09:05,15:09:17,1,38,1,0,CH03-w12-r1
CH03,15:32:33.0,153233.npz,,,,0,83,1,0,
CH03,15:32:35.1,153235.npz,,,,0,84,1,0,
CH03,15:32:37.0,153237.npz,,,,0,86,1,0,
CH03,15:32:39.1,153239.npz,,,,0,86,1,0,
CH03,15:32:41.1,153241.npz,,,,0,86,1,0,
CH03,15:32:43.1,153243.npz,,,,0,86,1,0,
CH03,15:32:45.0,153245.npz,,,,0,86,1,0,
CH03,15:32:47.1,153247.npz,,,,0,86,1,0,
CH03,15:32:49.0,153249.npz,,,,0,86,1,0,
CH03,15:32:51.1,153251.npz,,,,0,86,1,0,
CH03,15:32:53.1,153253.npz,,,,0,86,1,0,
CH03,15:32:55.1,153255.npz,,,,0,84,1,0,
CH03,15:32:57.1,153257.npz,,,,0,84,1,0,
CH03,15:32:59.1,153259.npz,,,,0,84,1,0,
CH03,15:33:01.0,153301.npz,,,,0,84,1,0,
CH03,15:33:05.1,153305.npz,,,,0,81,1,0,
CH03,15:33:07.1,153307.npz,,,,0,84,1,0,
CH03,15:33:09.1,153309.npz,,,,0,86,1,0,
CH03,15:33:11.1,153311.npz,,,,0,84,1,0,
CH03,15:33:13.0,153313.npz,,,,0,84,1,0,
CH03,15:33:15.1,153315.npz,,,,0,84,1,0,
CH03,15:33:17.1,153317.npz,,,,0,84,1,0,
CH03,15:33:19.1,153319.npz,,,,0,84,1,0,
CH03,15:33:21.1,153321.npz,,,,0,82,1,0,
CH03,15:33:23.1,153323.npz,,,,0,82,1,0,
CH03,15:33:25.1,153325.npz,,,,0,84,1,0,
CH03,15:33:29.1,153329.npz,,,,0,84,1,0,
CH03,15:33:31.1,153331.npz,,,,0,82,1,0,
CH03,15:33:35.1,153335.npz,,,,0,84,1,0,
CH03,15:33:37.1,153337.npz,,,,0,84,1,0,
CH03,15:33:39.1,153339.npz,,,,0,82,1,0,
CH03,15:33:43.1,153343.npz,,,,0,82,1,0,
CH03,15:33:45.1,153345.npz,,,,0,82,1,0,
CH03,15:33:47.1,153347.npz,,,,0,84,1,0,
CH03,15:33:49.1,153349.npz,,,,0,84,1,0,
CH03,15:33:51.2,153351.npz,,,,0,82,1,0,
CH03,15:33:53.1,153353.npz,,,,0,84,1,0,
CH03,15:33:55.2,153355.npz,,,,0,84,1,0,
CH03,15:33:57.1,153357.npz,,,,0,82,1,0,
CH03,15:34:01.1,153401.npz,,,,0,82,1,0,
CH03,15:34:03.1,153403.npz,,,,0,82,1,0,
CH03,15:34:05.2,153405.npz,,,,0,82,1,0,
CH03,15:34:07.2,153407.npz,,,,0,82,1,0,
CH03,15:34:09.2,153409.npz,,,,0,82,1,0,
CH03,15:34:11.1,153411.npz,,,,0,82,1,0,
CH03,15:34:13.1,153413.npz,,,,0,82,1,0,
CH03,15:34:15.2,153415.npz,,,,0,82,1,0,
CH03,15:34:17.2,153417.npz,,,,0,82,1,0,
CH03,15:34:19.2,153419.npz,,,,0,82,1,0,
CH03,15:34:21.2,153421.npz,,,,0,82,1,0,
CH03,15:34:23.2,153423.npz,,,,0,82,1,0,
CH03,15:34:25.2,153425.npz,,,,0,82,1,0,
CH03,15:34:27.3,153427.npz,,,,0,82,1,0,
CH03,15:34:29.2,153429.npz,,,,0,82,1,0,
CH03,15:34:31.2,153431.npz,,,,0,82,1,0,
CH03,15:34:33.2,153433.npz,,,,0,82,1,0,
CH03,15:34:35.2,153435.npz,,,,0,82,1,0,
CH03,15:34:37.2,153437.npz,,,,0,82,1,0,
CH03,15:34:39.2,153439.npz,,,,0,82,1,0,
CH03,15:34:41.1,153441.npz,,,,0,82,1,0,
CH03,15:34:43.2,153443.npz,,,,0,82,1,0,
CH03,15:34:45.2,153445.npz,,,,0,86,1,0,
CH03,15:34:47.2,153447.npz,,,,0,84,1,0,
CH03,15:34:49.2,153449.npz,,,,0,82,1,0,
CH03,15:34:51.2,153451.npz,,,,0,86,1,0,
CH03,15:34:53.2,153453.npz,,,,0,82,1,0,
CH03,15:34:55.2,153455.npz,,,,0,78,1,0,
CH03,15:34:57.2,153457.npz,,,,0,82,1,0,
CH03,15:34:59.2,153459.npz,,,,0,82,1,0,
CH03,15:35:03.2,153503.npz,,,,0,82,1,0,
CH03,15:35:05.2,153505.npz,,,,0,78,1,0,
CH03,15:35:07.2,153507.npz,,,,0,82,1,0,
CH03,15:35:09.2,153509.npz,,,,0,82,1,0,
CH03,15:35:11.2,153511.npz,,,,0,82,1,0,
CH03,15:35:13.2,153513.npz,,,,0,82,1,0,
CH03,15:35:15.2,153515.npz,,,,0,82,1,0,
CH03,15:35:17.1,153517.npz,,,,0,82,1,0,
CH03,15:35:19.2,153519.npz,,,,0,82,1,0,
CH03,15:35:21.2,153521.npz,,,,0,82,1,0,
CH03,15:35:23.3,153523.npz,,,,0,82,1,0,
CH03,15:35:25.2,153525.npz,,,,0,82,1,0,
CH03,15:35:27.3,153527.npz,,,,0,82,1,0,
CH03,15:35:29.2,153529.npz,,,,0,82,1,0,
CH03,15:35:31.2,153531.npz,,,,0,82,1,0,
CH03,15:35:33.2,153533.npz,,,,0,84,1,0,
CH03,15:35:37.2,153537.npz,,,,0,84,1,0,
CH03,15:35:39.2,153539.npz,,,,0,84,1,0,
CH03,15:35:41.2,153541.npz,,,,0,84,1,0,
CH03,15:35:43.2,153543.npz,,,,0,84,1,0,
CH03,15:35:45.2,153545.npz,,,,0,84,1,0,
CH03,15:35:49.2,153549.npz,,,,0,86,1,0,
CH03,15:35:51.2,153551.npz,,,,0,82,1,0,
CH03,15:35:53.2,153553.npz,,,,0,84,1,0,
CH03,15:35:55.2,153555.npz,,,,0,83,1,0,
CH03,15:35:57.2,153557.npz,,,,0,84,1,0,
CH03,15:35:59.3,153559.npz,,,,0,84,1,0,
CH03,15:36:01.2,153601.npz,,,,0,84,1,0,
CH03,15:36:03.2,153603.npz,,,,0,82,1,0,
CH03,15:36:05.2,153605.npz,,,,0,84,1,0,
CH03,15:36:07.2,153607.npz,,,,0,82,1,0,
CH03,15:36:09.2,153609.npz,,,,0,82,1,0,
CH03,15:36:11.2,153611.npz,,,,0,84,1,0,
CH03,15:36:13.2,153613.npz,,,,0,82,1,0,
CH03,15:36:15.2,153615.npz,,,,0,84,1,0,
CH03,15:36:17.2,153617.npz,,,,0,86,1,0,
CH03,15:36:19.2,153619.npz,,,,0,84,1,0,
CH03,15:36:21.2,153621.npz,,,,0,84,1,0,
CH03,15:36:23.2,153623.npz,,,,0,84,1,0,
CH03,15:36:25.2,153625.npz,,,,0,54,1,0,
CH03,15:36:33.2,153633.npz,,,,0,57,1,0,
CH03,15:36:35.2,153635.npz,,,,0,55,1,0,
CH03,15:36:37.2,153637.npz,,,,0,45,1,0,
CH03,15:36:39.2,153639.npz,,,,0,59,1,0,
CH03,15:36:41.2,153641.npz,,,,0,35,1,0,
CH03,15:36:43.2,153643.npz,,,,0,20,1,0,
CH03,15:36:45.2,153645.npz,,,,0,78,1,0,
CH03,15:36:47.2,153647.npz,,,,0,45,1,0,
CH03,15:36:49.2,153649.npz,,,,0,67,1,0,
CH03,15:36:51.2,153651.npz,,,,0,61,1,0,
CH03,15:36:53.2,153653.npz,,,,0,24,1,0,
CH03,15:36:55.2,153655.npz,,,,0,69,1,0,
CH03,15:36:57.3,153657.npz,,,,0,15,1,0,
CH03,15:36:59.3,153659.npz,,,,0,44,1,0,
CH03,15:37:01.2,153701.npz,,,,0,37,1,0,
CH03,15:37:03.2,153703.npz,,,,0,13,1,0,
CH03,15:37:07.3,153707.npz,,,,0,19,1,0,
CH03,15:37:13.3,153713.npz,,,,0,23,1,0,
CH03,15:37:15.3,153715.npz,,,,0,54,1,0,
CH03,15:37:17.2,153717.npz,,,,0,84,1,0,
CH03,15:37:19.2,153719.npz,,,,0,88,1,0,
CH03,15:37:23.2,153723.npz,,,,0,88,1,0,
CH03,15:37:25.2,153725.npz,,,,0,88,1,0,
CH03,15:37:29.3,153729.npz,,,,0,57,1,0,
CH03,15:37:31.3,153731.npz,,,,0,88,1,0,
CH03,15:37:33.2,153733.npz,,,,0,76,1,0,
CH03,15:37:35.2,153735.npz,,,,0,88,1,0,
CH03,15:37:37.3,153737.npz,,,,0,42,1,0,
CH03,15:37:39.3,153739.npz,,,,0,85,1,0,
CH03,15:37:41.3,153741.npz,,,,0,86,1,0,
CH03,15:37:43.4,153743.npz,,,,0,87,1,0,
CH03,15:37:44.5,153744.npz,,,,0,87,1,0,
CH03,15:37:46.5,153746.npz,,,,0,88,1,0,
CH03,15:37:50.5,153750.npz,,,,0,85,1,0,
CH03,15:37:52.5,153752.npz,,,,0,81,1,0,
CH03,15:37:54.5,153754.npz,,,,0,78,1,0,
CH03,15:37:56.5,153756.npz,,,,0,69,1,0,
CH03,15:37:58.5,153758.npz,,,,0,59,1,0,
CH03,15:38:00.5,153800.npz,,,,0,82,1,0,
CH03,15:38:02.4,153802.npz,,,,0,81,1,0,
CH03,15:38:06.5,153806.npz,,,,0,78,1,0,
CH03,15:38:08.5,153808.npz,,,,0,86,1,0,
CH03,15:38:10.5,153810.npz,,,,0,88,1,0,
CH03,15:38:14.5,153814.npz,,,,0,59,1,0,
CH03,15:38:16.5,153816.npz,,,,0,78,1,0,
CH03,15:38:18.5,153818.npz,,,,0,38,1,0,
CH03,15:38:20.5,153820.npz,,,,0,64,1,0,
CH03,15:38:22.5,153822.npz,,,,0,86,1,0,
CH03,15:38:24.5,153824.npz,,,,0,86,1,0,
CH03,15:38:28.5,153828.npz,,,,0,86,1,0,
CH03,15:38:30.5,153830.npz,,,,0,88,1,0,
CH03,15:38:34.6,153834.npz,,,,0,58,1,0,
CH03,15:38:36.5,153836.npz,,,,0,86,1,0,
CH03,15:38:38.5,153838.npz,,,,0,26,1,0,
CH03,15:38:40.5,153840.npz,,,,0,20,1,0,
CH03,15:38:42.5,153842.npz,,,,0,75,1,0,
CH03,15:38:44.5,153844.npz,,,,0,79,1,0,
CH03,15:38:46.5,153846.npz,,,,0,84,1,0,
CH03,15:38:48.5,153848.npz,,,,0,86,1,0,
CH03,15:38:50.5,153850.npz,,,,0,88,1,0,
CH03,15:38:52.5,153852.npz,,,,0,86,1,0,
CH03,15:38:54.5,153854.npz,,,,0,77,1,0,
CH03,15:38:56.5,153856.npz,,,,0,88,1,0,
CH03,15:38:58.5,153858.npz,,,,0,88,1,0,
CH03,15:39:00.5,153900.npz,,,,0,24,1,0,
CH03,15:39:02.5,153902.npz,,,,0,81,1,0,
CH03,15:39:04.5,153904.npz,,,,0,88,1,0,
CH03,15:39:06.5,153906.npz,,,,0,88,1,0,
CH03,15:39:12.5,153912.npz,,,,0,63,1,0,
CH03,15:39:13.1,153913.npz,,,,0,80,1,0,
CH03,15:39:15.0,153915.npz,,,,0,46,1,0,
CH03,15:39:17.0,153917.npz,,,,0,88,1,0,
CH03,15:39:19.1,153919.npz,,,,0,29,1,0,
CH03,15:39:21.1,153921.npz,,,,0,88,1,0,
CH03,15:39:23.0,153923.npz,,,,0,86,1,0,
CH03,15:39:25.1,153925.npz,,,,0,76,1,0,
CH03,15:39:27.0,153927.npz,,,,0,84,1,0,
CH03,15:39:29.1,153929.npz,,,,0,88,1,0,
CH03,15:39:31.1,153931.npz,,,,0,77,1,0,
CH03,15:39:33.1,153933.npz,,,,0,80,1,0,
CH03,15:39:35.1,153935.npz,,,,0,88,1,0,
CH03,15:39:37.1,153937.npz,,,,0,81,1,0,
CH03,15:39:39.0,153939.npz,,,,0,83,1,0,
CH03,15:39:41.1,153941.npz,,,,0,86,1,0,
CH03,15:39:43.1,153943.npz,,,,0,88,1,0,
CH03,15:39:45.1,153945.npz,,,,0,76,1,0,
CH03,15:39:46.9,153946.npz,,,,0,55,1,0,
CH03,15:39:49.0,153949.npz,,,,0,31,1,0,
CH03,15:39:53.0,153953.npz,,,,0,84,1,0,
CH03,15:39:57.0,153957.npz,,,,0,77,1,0,
CH03,15:40:03.0,154003.npz,,,,0,26,1,0,
CH03,15:40:05.0,154005.npz,,,,0,51,1,0,
CH03,15:40:07.1,154007.npz,,,,0,88,1,0,
CH03,15:40:09.0,154009.npz,,,,0,15,1,0,
CH03,15:40:11.0,154011.npz,,,,0,65,1,0,
CH03,15:40:13.0,154013.npz,,,,0,53,1,0,
CH03,15:40:15.0,154015.npz,,,,0,52,1,0,
CH03,15:40:24.9,154024.npz,,,,0,45,1,1,
CH03,15:40:27.0,154027.npz,,,,0,77,1,1,
CH03,15:40:30.9,154030.npz,,,,0,86,1,1,
CH03,15:40:33.0,154033.npz,,,,0,86,1,1,
CH03,15:40:35.0,154035.npz,,,,0,88,1,1,
CH03,15:40:37.1,154037.npz,,,,0,32,1,1,
CH03,15:40:39.0,154039.npz,,,,0,88,1,1,
CH03,15:40:41.0,154041.npz,,,,0,86,1,1,
CH03,15:40:43.0,154043.npz,,,,0,88,1,1,
CH03,15:40:45.0,154045.npz,,,,0,88,1,1,
CH03,15:40:47.0,154047.npz,,,,0,88,1,1,
CH03,15:40:49.0,154049.npz,,,,0,88,1,1,
CH03,15:40:51.0,154051.npz,,,,0,88,1,1,
CH03,15:40:53.1,154053.npz,,,,0,87,1,1,
CH03,15:40:55.0,154055.npz,,,,0,88,1,1,
CH03,15:40:57.0,154057.npz,,,,0,88,1,1,
CH03,15:40:59.0,154059.npz,,,,0,87,1,1,
CH03,15:41:01.1,154101.npz,,,,0,43,1,1,
CH03,15:41:03.0,154103.npz,,,,0,41,1,1,
CH03,15:41:05.1,154105.npz,,,,0,57,1,1,
CH03,15:41:07.0,154107.npz,,,,0,44,1,1,
CH03,15:41:09.0,154109.npz,,,,0,81,1,1,
CH03,15:41:11.0,154111.npz,,,,0,71,1,1,
CH03,15:41:13.1,154113.npz,,,,0,86,1,1,
CH03,15:41:19.0,154119.npz,,,,0,27,1,1,
CH03,15:41:21.2,154121.npz,,,,0,86,1,1,
CH03,15:41:23.0,154123.npz,,,,0,85,1,1,
CH04,15:27:45.5,152745.npz,,,,0,18,1,0,
CH04,15:28:27.5,152827.npz,,,,0,49,1,0,
CH04,15:28:29.5,152829.npz,,,,0,13,1,0,
CH04,15:28:31.5,152831.npz,,,,0,84,1,0,
CH04,15:28:33.5,152833.npz,F61,15:28:34,15:28:50,1,85,1,0,
CH04,15:28:35.5,152835.npz,F61,15:28:34,15:28:50,0,85,1,0,CH04-w48-r1
CH04,15:28:37.5,152837.npz,F61,15:28:34,15:28:50,0,84,1,0,CH04-w48-r1
CH04,15:28:39.5,152839.npz,F61,15:28:34,15:28:50,0,86,1,0,CH04-w48-r1
CH04,15:28:41.6,152841.npz,F61,15:28:34,15:28:50,0,86,1,0,CH04-w48-r1
CH04,15:28:43.6,152843.npz,F61,15:28:34,15:28:50,0,88,1,0,CH04-w48-r1
CH04,15:28:45.5,152845.npz,F61,15:28:34,15:28:50,0,86,1,0,CH04-w48-r1
CH04,15:28:47.5,152847.npz,F61,15:28:34,15:28:50,0,88,1,0,CH04-w48-r1
CH04,15:28:49.5,152849.npz,F61,15:28:34,15:28:50,0,88,1,0,CH04-w48-r1
CH04,15:28:51.5,152851.npz,,,,0,87,1,0,
CH04,15:28:53.5,152853.npz,,,,0,87,1,0,
CH04,15:28:55.5,152855.npz,V62,15:28:56,15:29:16,1,86,1,0,CH04-w49-r1
CH04,15:28:57.5,152857.npz,V62,15:28:56,15:29:16,0,86,1,0,CH04-w49-r1
CH04,15:28:59.5,152859.npz,V62,15:28:56,15:29:16,0,84,1,0,CH04-w49-r1
CH04,15:29:01.6,152901.npz,V62,15:28:56,15:29:16,0,84,1,0,CH04-w49-r1
CH04,15:29:03.5,152903.npz,V62,15:28:56,15:29:16,0,84,1,0,CH04-w49-r1
CH04,15:29:05.6,152905.npz,V62,15:28:56,15:29:16,0,86,1,0,CH04-w49-r1
CH04,15:29:07.6,152907.npz,V62,15:28:56,15:29:16,0,86,1,0,CH04-w49-r1
CH04,15:29:09.6,152909.npz,V62,15:28:56,15:29:16,0,84,1,0,CH04-w49-r1
CH04,15:29:11.6,152911.npz,V62,15:28:56,15:29:16,0,84,1,0,CH04-w49-r1
CH04,15:29:13.5,152913.npz,V62,15:28:56,15:29:16,0,84,1,0,CH04-w49-r1
CH04,15:29:15.5,152915.npz,V62,15:28:56,15:29:16,0,84,1,0,CH04-w49-r1
CH04,15:29:17.5,152917.npz,,,,0,87,1,0,
CH04,15:29:19.5,152919.npz,,,,0,87,1,0,
CH04,15:29:21.6,152921.npz,F63,15:29:22,15:29:30,1,85,1,0,CH04-w50-r1
CH04,15:29:23.6,152923.npz,F63,15:29:22,15:29:30,0,85,1,0,CH04-w50-r1
CH04,15:29:25.6,152925.npz,F63,15:29:22,15:29:30,0,85,1,0,CH04-w50-r1
CH04,15:29:27.6,152927.npz,F63,15:29:22,15:29:30,0,85,1,0,CH04-w50-r1
CH04,15:29:29.6,152929.npz,F63,15:29:22,15:29:30,0,85,1,0,CH04-w50-r1
CH04,15:29:31.5,152931.npz,,,,0,83,1,0,
CH04,15:29:35.6,152935.npz,,,,0,84,1,0,
CH04,15:29:37.6,152937.npz,V64,15:29:38,15:30:18,1,85,1,0,CH04-w51-r1
CH04,15:29:39.6,152939.npz,V64,15:29:38,15:30:18,0,85,1,0,CH04-w51-r1
CH04,15:29:41.6,152941.npz,V64,15:29:38,15:30:18,0,81,1,0,CH04-w51-r1
CH04,15:29:43.6,152943.npz,V64,15:29:38,15:30:18,0,77,1,0,CH04-w51-r1
CH04,15:29:45.6,152945.npz,V64,15:29:38,15:30:18,0,81,1,0,CH04-w51-r1
CH04,15:29:47.6,152947.npz,V64,15:29:38,15:30:18,0,81,1,0,CH04-w51-r1
CH04,15:29:49.6,152949.npz,V64,15:29:38,15:30:18,0,85,1,0,CH04-w51-r1
CH04,15:29:51.6,152951.npz,V64,15:29:38,15:30:18,0,85,1,0,CH04-w51-r1
CH04,15:29:53.6,152953.npz,V64,15:29:38,15:30:18,0,81,1,0,CH04-w51-r1
CH04,15:29:57.6,152957.npz,V64,15:29:38,15:30:18,0,81,1,0,CH04-w51-r1
CH04,15:29:59.7,152959.npz,V64,15:29:38,15:30:18,0,81,1,0,CH04-w51-r1
CH04,15:30:01.7,153001.npz,V64,15:29:38,15:30:18,0,85,1,0,CH04-w51-r1
CH04,15:30:03.6,153003.npz,V64,15:29:38,15:30:18,0,79,1,0,CH04-w51-r1
CH04,15:30:05.7,153005.npz,V64,15:29:38,15:30:18,0,79,1,0,CH04-w51-r1
CH04,15:30:07.6,153007.npz,V64,15:29:38,15:30:18,0,79,1,0,CH04-w51-r1
CH04,15:30:09.7,153009.npz,V64,15:29:38,15:30:18,0,79,1,0,CH04-w51-r1
CH04,15:30:11.6,153011.npz,V64,15:29:38,15:30:18,0,81,1,0,CH04-w51-r1
