idx,clock,dur_s,samples,max_markers,max_corners,bw_IR,sat_frac,px_x,px_y,field_in_x,field_in_y,station,dist_in,station2,dist2_in
60,15:09:19,0.0,1,7,5,0,0.375,2689,2294,66.7,126.1,F12,23.7,T13,28.9
61,15:09:56,31.9,12,6,4,0,0.336,4442,2366,74.1,190.0,F14,21.6,V13,32.4
62,15:10:30,0.0,1,7,3,0,0.091,4147,2223,70.1,184.5,V13,27.2,F14,27.4
63,15:10:32,0.0,1,8,4,0,0.082,4232,2381,73.4,181.5,V13,23.9,F14,30.1
64,15:10:34,0.0,1,7,4,0,0.211,4445,2374,74.2,189.8,F14,21.8,V13,32.2
65,15:10:37,0.0,1,16,0,0,0.121,1538,2222,63.3,82.9,F12,23.4,T12,25.9
66,15:32:31,0.0,1,18,0,0,0.01,849,987,1.5,26.9,T11,36.9,T12,61.7
67,15:32:33,0.0,1,53,83,0,0.018,898,837,-10.4,26.7,T11,48.7,T12,69.6
68,15:32:35,230.1,116,54,86,0,0.176,831,810,-12.6,21.8,T11,50.8,T12,74.7
69,15:36:27,0.0,1,10,5,0,0.002,476,911,-4.4,1.8,T11,47.4,T12,86.1
70,15:36:33,0.0,1,38,57,0,0.015,136,997,2.4,-16.3,T11,52.9,V11,97.5
71,15:36:35,6.0,4,42,59,0,0.005,163,1246,19.9,-5.6,T11,33.6,V11,77.4
72,15:36:43,0.0,1,24,20,0,0.005,154,1156,13.9,-9.3,T11,40.1,V11,84.3
73,15:36:45,0.0,1,50,78,0,0.009,218,1011,3.4,-10.8,T11,48.3,V11,93.1
74,15:36:47,4.0,3,47,67,0,0.005,272,904,-5.0,-11.2,T11,54.8,T12,97.8
75,15:36:53,0.0,1,31,24,0,0.054,407,897,-5.6,-3.0,T11,50.7,T12,90.8
76,15:36:55,8.0,5,47,69,0,0.012,270,951,-1.2,-9.7,T11,51.0,T12,94.9
77,15:37:05,0.0,1,6,3,0,0.009,287,1161,14.2,-1.5,T11,34.1,V11,78.9
78,15:37:07,1.9,2,23,19,0,0.018,272,1025,4.3,-7.1,T11,45.0,V11,90.0
79,15:37:11,0.0,1,5,2,0,0.008,235,864,-8.2,-15.0,T11,59.7,T12,102.7
80,15:37:13,0.0,1,27,23,0,0.006,249,1055,6.6,-7.4,T11,43.6,V11,88.4
81,15:37:15,0.0,1,42,54,0,0.003,187,1154,13.7,-7.6,T11,38.9,V11,83.2
82,15:37:17,0.0,1,53,84,0,0.052,333,936,-2.5,-6.4,T11,49.9,T12,92.4
83,15:37:19,0.0,1,54,88,0,0.036,466,948,-1.5,2.3,T11,44.6,T12,84.3
84,15:37:23,0.0,1,54,88,0,0.073,411,1060,7.0,2.4,T11,37.2,T12,80.5
85,15:37:25,0.0,1,54,88,0,0.027,524,927,-3.2,5.3,T11,44.8,T12,82.5
86,15:37:27,0.0,1,11,4,0,0.025,159,1154,13.7,-9.1,T11,40.1,V11,84.3
87,15:37:29,0.0,1,44,57,0,0.057,175,1469,33.4,3.4,T11,19.7,V11,61.6
88,15:37:31,0.0,1,54,88,0,0.113,153,1351,26.5,-2.2,T11,27.4,V11,70.4
89,15:37:33,2.0,2,54,88,0,0.143,511,1375,27.9,17.8,T11,11.4,V11,56.2
90,15:37:37,0.0,1,35,42,0,0.149,555,1141,12.7,13.3,T11,27.1,T12,68.2
91,15:37:39,0.0,1,52,85,0,0.086,750,986,1.4,20.8,T11,36.8,T12,66.8
92,15:37:41,0.0,1,53,86,0,0.117,737,1106,10.3,23.0,T11,27.9,T12,60.4
93,15:37:43,0.0,1,53,87,0,0.114,732,1034,5.0,20.9,T11,33.2,T12,64.8
94,15:37:44,0.0,1,53,87,0,0.089,764,974,0.5,21.4,T11,37.7,T12,66.8
95,15:37:46,0.0,1,54,88,0,0.117,738,1108,10.4,23.1,T11,27.8,T12,60.3
96,15:37:48,4.1,3,52,85,0,0.105,766,1146,13.1,25.7,T11,25.3,T12,56.7
97,15:37:54,0.0,1,49,78,0,0.029,786,938,-2.3,21.9,T11,40.5,T12,68.1
98,15:37:56,4.0,3,52,82,0,0.017,830,937,-2.4,24.6,T11,40.6,T12,66.0
99,15:38:02,0.0,1,50,81,0,0.005,398,1025,4.4,0.5,T11,40.4,T12,83.3
100,15:38:06,0.0,1,51,78,0,0.019,545,956,-0.9,7.4,T11,42.0,T12,79.5
101,15:38:08,0.0,1,53,86,0,0.096,437,1067,7.4,4.1,T11,35.9,T12,78.7
102,15:38:10,0.0,1,54,88,0,0.057,246,1172,14.9,-3.6,T11,35.0,V11,79.6
103,15:38:14,0.0,1,45,59,0,0.047,242,1298,23.2,0.7,T11,26.5,V11,70.6
104,15:38:16,0.0,1,50,78,0,0.069,216,1396,29.2,2.9,T11,21.7,V11,64.9
105,15:38:18,0.0,1,37,38,0,0.029,264,1462,33.0,7.7,T11,15.7,V11,58.7
106,15:38:20,0.0,1,47,64,0,0.031,149,1398,29.4,-0.6,T11,24.8,V11,67.3
107,15:38:22,0.0,1,53,86,0,0.044,495,1043,5.7,6.9,T11,36.1,T12,76.9
108,15:38:24,0.0,1,53,86,0,0.188,1748,838,-9.4,81.9,T12,47.9,T13,68.0
109,15:38:28,0.0,1,53,86,0,0.133,2573,789,-11.8,136.8,T13,50.4,T14,69.2
110,15:38:30,0.0,1,54,88,0,0.244,2251,881,-5.0,114.7,T13,46.0,T12,57.6
111,15:38:32,2.0,2,44,58,0,0.126,1851,865,-7.0,88.7,T12,46.8,T13,61.6
112,15:38:36,0.0,1,53,86,0,0.222,2211,905,-3.1,112.0,T13,45.3,T12,54.4
113,15:38:38,0.0,1,30,26,0,0.059,2550,786,-12.1,135.3,T13,50.5,T14,70.5
114,15:38:40,0.0,1,24,20,0,0.05,2733,787,-11.5,147.6,T13,52.5,T14,62.0
115,15:38:42,0.0,1,47,75,0,0.089,2725,912,-1.2,145.2,T13,42.0,T14,55.8
116,15:38:44,2.0,2,51,84,0,0.117,2701,959,2.3,142.9,T13,38.0,T14,55.0
117,15:38:48,0.0,1,53,86,0,0.149,2580,899,-2.7,135.9,T13,41.2,T14,63.6
118,15:38:50,0.0,1,54,88,0,0.223,2256,1044,7.6,114.1,T13,34.7,T12,48.4
119,15:38:52,4.0,3,54,88,0,0.246,2260,1386,30.2,112.8,T13,19.5,T12,37.1
120,15:38:58,0.0,1,54,88,0,0.171,1874,934,-1.5,90.4,T12,42.0,T13,56.5
121,15:39:00,0.0,1,22,24,0,0.102,1693,798,-12.8,78.1,T12,51.0,T13,73.2
122,15:39:02,0.0,1,51,81,0,0.068,1731,984,2.2,81.5,T12,36.4,T13,60.9
123,15:39:04,0.0,1,54,88,0,0.133,1777,1035,6.1,84.6,T12,33.1,T13,56.1
124,15:39:06,0.0,1,54,88,0,0.171,1816,1100,10.9,87.3,T12,29.4,T13,51.2
125,15:39:10,0.0,1,10,10,0,0.192,1761,682,-22.8,82.2,T12,61.3,T13,77.9
126,15:39:12,0.0,1,45,63,0,0.116,3492,793,-8.4,198.8,T14,48.7,T15,61.3
127,15:39:13,0.0,1,51,80,0,0.153,3694,744,-11.8,214.3,T15,55.6,T14,58.2
128,15:39:15,0.0,1,38,46,0,0.063,4259,907,4.1,246.1,T15,34.9,T14,70.3
129,15:39:17,0.0,1,54,88,0,0.138,4152,837,-2.1,242.0,T15,40.4,T14,70.1
130,15:39:19,0.0,1,28,29,0,0.021,4028,815,-4.4,234.5,T15,42.8,T14,65.6
131,15:39:21,0.0,1,54,88,0,0.132,4108,798,-5.5,240.7,T15,43.7,T14,71.1
132,15:39:23,0.0,1,53,86,0,0.124,4279,923,5.5,246.7,T15,33.7,T14,70.2
133,15:39:25,0.0,1,50,76,0,0.137,4355,1132,21.2,241.9,T15,17.3,T14,59.8
134,15:39:27,0.0,1,53,84,0,0.03,4276,1178,24.0,234.9,T15,14.7,T14,52.3
135,15:39:29,2.0,2,55,88,0,0.027,4201,1234,27.3,228.0,T15,15.2,T14,44.7
136,15:39:33,0.0,1,52,80,0,0.033,4276,1183,24.3,234.8,T15,14.4,T14,52.1
137,15:39:35,0.0,1,55,88,0,0.026,4176,1102,18.3,232.1,T15,20.9,T14,51.5
138,15:39:37,0.0,1,50,81,0,0.095,3852,842,-2.9,221.5,T15,44.5,T14,55.2
139,15:39:39,0.0,1,52,83,0,0.03,3829,903,1.9,217.7,T15,41.9,T14,49.1
140,15:39:41,2.1,2,54,88,0,0.099,3889,952,6.0,219.8,T15,37.3,T14,47.8
141,15:39:45,0.0,1,48,76,0,0.022,3797,857,-2.0,217.2,T15,45.5,T14,51.7
142,15:39:46,0.0,1,40,55,0,0.093,3953,792,-6.7,230.3,T15,45.6,T14,64.1
143,15:39:49,0.0,1,22,31,0,0.039,4410,1784,57.4,214.9,F14,17.1,T15,30.5
144,15:39:53,0.0,1,52,84,0,0.041,4260,1556,46.2,217.4,T15,22.7,F14,28.6
145,15:39:57,0.0,1,48,77,0,0.148,4315,1703,53.5,213.9,F14,20.8,T15,29.1
146,15:40:01,0.0,1,17,10,0,0.195,4188,1535,44.8,214.4,T15,25.1,F14,29.5
147,15:40:03,0.0,1,26,26,0,0.054,4410,1816,58.7,213.5,F14,15.6,T15,32.4
148,15:40:05,0.0,1,37,51,0,0.05,4385,1989,64.8,204.5,F14,11.8,T14,33.2
149,15:40:07,0.0,1,54,88,0,0.175,4336,1933,62.7,204.7,F14,13.4,T14,31.7
150,15:40:09,0.0,1,13,15,0,0.241,4307,1775,56.6,210.2,F14,17.7,T14,31.5
151,15:40:11,0.0,1,47,65,0,0.11,4318,1891,61.1,205.7,F14,14.3,T14,31.2
152,15:40:13,0.0,1,35,53,0,0.054,4376,1985,64.6,204.3,F14,12.1,T14,32.9
153,15:40:15,0.0,1,42,52,0,0.187,4137,1615,48.6,208.4,F14,25.8,T14,26.0
154,15:40:21,0.0,1,9,1,0,0.31,3652,1545,43.1,185.3,T14,5.0,F14,40.7
155,15:40:24,2.0,2,50,77,1,0.131,3709,1395,35.1,193.3,T14,9.2,F14,43.1
156,15:40:30,2.1,2,53,86,1,0.005,1512,1360,27.5,71.7,T12,11.8,T11,50.2
157,15:40:35,0.0,1,54,88,1,0.008,1148,1652,42.9,57.2,T12,20.0,V11,32.2
158,15:40:37,0.0,1,31,32,1,0.008,875,1595,40.0,42.5,T11,20.0,T12,34.1
159,15:40:39,0.0,1,54,88,1,0.01,1283,1668,43.7,64.0,T12,13.8,V11,33.7
160,15:40:41,0.0,1,53,86,1,0.01,1698,1437,32.2,82.4,T12,8.3,F12,47.0
161,15:40:43,0.0,1,54,88,1,0.029,1852,1588,40.5,91.3,T12,14.9,F12,35.8
162,15:40:45,2.0,2,54,88,1,0.168,1789,1683,45.0,88.7,T12,13.9,F12,32.8
163,15:40:49,0.0,1,54,88,1,0.011,1921,1541,38.2,94.6,T12,18.0,T13,36.0
164,15:40:51,0.0,1,54,88,1,0.006,1178,1871,52.3,62.6,T12,19.9,V11,25.5
165,15:40:53,0.0,1,53,87,1,0.006,930,2024,57.5,55.3,V11,17.6,T12,28.7
166,15:40:55,2.0,2,54,88,1,0.185,1029,2027,57.7,59.5,V11,19.3,T12,25.9
167,15:40:59,0.0,1,53,87,1,0.004,899,2041,58.1,54.5,V11,16.9,T12,29.7
168,15:41:01,0.0,1,37,43,1,0.001,817,2152,61.2,54.1,V11,13.7,T12,32.2
169,15:41:03,0.0,1,34,41,1,0.002,838,2093,59.6,53.3,V11,15.1,T12,31.6
170,15:41:05,0.0,1,44,57,1,0.0,349,1588,39.7,16.4,T11,6.4,V11,47.9
171,15:41:07,4.0,3,51,81,1,0.0,234,1514,35.8,8.1,T11,14.7,V11,56.5
172,15:41:13,0.0,1,53,86,1,0.0,707,1417,30.4,29.5,T11,10.4,T12,47.8
173,15:41:19,0.0,1,26,27,1,0.031,923,1665,43.4,46.5,T11,24.5,T12,30.5
174,15:41:21,1.8,2,53,86,1,0.157,994,1744,47.0,51.7,T12,26.4,V11,27.3
